cell_id Epithelial_cluster inferCNV_annotation
O18_B001007 Epithelial 6 nontumor
P11_B002077 Epithelial 15 tumor
P16_B000420 Epithelial 6 tumor
P4_B003658 Epithelial 28 tumor
B19_B000422 Epithelial 3 nontumor
F22_B002078 Epithelial 3 nontumor
K11_B003528 Epithelial 15 tumor
L18_B000422 Epithelial 6 tumor
L3_B001543 Epithelial 21 tumor
N1_B001543 Epithelial 21 tumor
P20_B000420 Epithelial 6 tumor
A11_B002077 Epithelial 6 tumor
A11_B002079 Epithelial 6 tumor
A12_B002077 Epithelial 6 tumor
A12_B002078 Epithelial 6 tumor
A14_B000422 Epithelial 6 tumor
A15_B002077 Epithelial 6 tumor
A15_B002078 Epithelial 6 tumor
A18_B000420 Epithelial 6 tumor
A18_B000422 Epithelial 6 tumor
A18_B002078 Epithelial 6 tumor
A19_B000422 Epithelial 6 tumor
A19_B002078 Epithelial 6 tumor
A1_B001543 Epithelial 21 tumor
A1_B003523 Epithelial 21 tumor
A20_B000422 Epithelial 6 tumor
A20_B002079 Epithelial 6 tumor
A21_B000422 Epithelial 6 tumor
A2_B001543 Epithelial 21 tumor
A8_B003523 Epithelial 21 tumor
A8_B003528 Epithelial 21 tumor
A9_B001543 Epithelial 12 nontumor
A9_B003577 Epithelial 21 tumor
B10_B001548 Epithelial 21 tumor
B10_B003577 Epithelial 21 tumor
B11_B000420 Epithelial 6 tumor
B11_B003528 Epithelial 21 tumor
B12_B002077 Epithelial 6 tumor
B13_B000422 Epithelial 6 tumor
B14_B002078 Epithelial 6 tumor
B15_B000579 Epithelial 28 tumor
B17_B002079 Epithelial 6 tumor
B20_B002079 Epithelial 6 tumor
B21_B000422 Epithelial 6 tumor
B21_B002079 Epithelial 6 tumor
B22_B002079 Epithelial 6 tumor
B5_B001559 Epithelial 21 tumor
B5_B003577 Epithelial 21 tumor
B6_B001545 Epithelial 21 tumor
B7_B001548 Epithelial 6 tumor
B8_B003528 Epithelial 21 tumor
C10_B000580 Epithelial 28 tumor
C11_B000420 Epithelial 6 tumor
C11_B003577 Epithelial 21 tumor
C12_B002078 Epithelial 6 tumor
C13_B000422 Epithelial 6 tumor
C14_B000420 Epithelial 6 tumor
C14_B002079 Epithelial 6 tumor
C15_B002079 Epithelial 6 tumor
C16_B002077 Epithelial 6 tumor
C18_B002079 Epithelial 6 tumor
C19_B000420 Epithelial 6 tumor
C20_B002079 Epithelial 6 tumor
C22_B002079 Epithelial 6 tumor
C3_B000579 Epithelial 28 tumor
C5_B003647 Epithelial 28 tumor
C6_B001545 Epithelial 21 tumor
C6_B001556 Epithelial 21 tumor
C7_B003523 Epithelial 21 tumor
C8_B003523 Epithelial 21 tumor
C9_B003528 Epithelial 21 tumor
D10_B003523 Epithelial 21 tumor
D10_B003528 Epithelial 21 tumor
D11_B002077 Epithelial 6 tumor
D11_B002079 Epithelial 6 tumor
D13_B000422 Epithelial 6 tumor
D13_B002077 Epithelial 6 tumor
D14_B000422 Epithelial 6 tumor
D14_B002077 Epithelial 6 tumor
D15_B000420 Epithelial 6 tumor
D15_B000422 Epithelial 6 tumor
D15_B002078 Epithelial 6 tumor
D15_B002079 Epithelial 6 tumor
D17_B002078 Epithelial 6 tumor
D18_B002079 Epithelial 6 tumor
D20_B000422 Epithelial 6 tumor
D20_B002078 Epithelial 6 tumor
D20_B002079 Epithelial 6 tumor
D21_B002078 Epithelial 6 tumor
D2_B001558 Epithelial 21 nontumor
D5_B003523 Epithelial 15 tumor
D8_B003577 Epithelial 21 tumor
E10_B001559 Epithelial 21 tumor
E10_B003663 Epithelial 28 tumor
E11_B000579 Epithelial 28 tumor
E11_B001556 Epithelial 21 tumor
E11_B002078 Epithelial 6 tumor
E11_B003577 Epithelial 21 tumor
E14_B000420 Epithelial 6 tumor
E14_B000579 Epithelial 28 tumor
E14_B002078 Epithelial 6 tumor
E14_B002079 Epithelial 6 tumor
E15_B000420 Epithelial 6 tumor
E16_B000422 Epithelial 6 tumor
E16_B002079 Epithelial 6 tumor
E17_B002079 Epithelial 6 tumor
E19_B002079 Epithelial 6 tumor
E20_B002078 Epithelial 6 tumor
E21_B002077 Epithelial 6 tumor
E21_B002078 Epithelial 6 tumor
E2_B000579 Epithelial 28 tumor
E7_B003523 Epithelial 21 tumor
E8_B003528 Epithelial 21 tumor
E8_B003577 Epithelial 21 tumor
F10_B001545 Epithelial 21 tumor
F10_B003663 Epithelial 28 tumor
F11_B002078 Epithelial 6 tumor
F11_B003528 Epithelial 21 tumor
F13_B000422 Epithelial 6 tumor
F13_B002078 Epithelial 6 tumor
F14_B002079 Epithelial 6 tumor
F15_B000422 Epithelial 6 tumor
F15_B002079 Epithelial 6 tumor
F16_B002078 Epithelial 6 tumor
F17_B000422 Epithelial 6 tumor
F17_B002078 Epithelial 6 tumor
F19_B000422 Epithelial 6 tumor
F21_B000422 Epithelial 6 tumor
F22_B002077 Epithelial 6 tumor
F3_B001556 Epithelial 21 tumor
F7_B003523 Epithelial 21 tumor
F7_B003528 Epithelial 21 tumor
G10_B003528 Epithelial 21 tumor
G11_B003577 Epithelial 21 tumor
G13_B000420 Epithelial 6 tumor
G13_B000422 Epithelial 6 tumor
G14_B002079 Epithelial 6 tumor
G15_B000422 Epithelial 6 tumor
G15_B000579 Epithelial 28 tumor
G15_B002079 Epithelial 6 tumor
G16_B003105 Epithelial 28 tumor
G18_B002078 Epithelial 6 tumor
G18_B002079 Epithelial 6 tumor
G19_B000422 Epithelial 6 tumor
G19_B002079 Epithelial 6 tumor
G20_B002078 Epithelial 6 tumor
G21_B000422 Epithelial 3 nontumor
G22_B000422 Epithelial 6 tumor
G22_B002079 Epithelial 6 tumor
G7_B003528 Epithelial 21 tumor
G8_B003523 Epithelial 21 tumor
G9_B003577 Epithelial 21 tumor
H10_B003523 Epithelial 21 tumor
H11_B001545 Epithelial 21 tumor
H11_B001548 Epithelial 21 tumor
H11_B003577 Epithelial 21 tumor
H12_B000422 Epithelial 6 tumor
H13_B000420 Epithelial 6 tumor
H13_B000422 Epithelial 6 tumor
H13_B002078 Epithelial 6 tumor
H14_B000422 Epithelial 6 tumor
H14_B002077 Epithelial 6 tumor
H14_B002079 Epithelial 6 tumor
H15_B000420 Epithelial 6 tumor
H15_B002079 Epithelial 6 tumor
H16_B000420 Epithelial 6 tumor
H16_B002078 Epithelial 6 tumor
H16_B002079 Epithelial 6 tumor
H17_B002079 Epithelial 6 tumor
H18_B000422 Epithelial 6 tumor
H18_B002078 Epithelial 6 tumor
H19_B000422 Epithelial 6 tumor
H1_B001543 Epithelial 21 tumor
H20_B002079 Epithelial 6 tumor
H20_B003647 Epithelial 28 tumor
H22_B002078 Epithelial 6 tumor
H5_B001545 Epithelial 21 tumor
H6_B001545 Epithelial 21 tumor
H6_B001548 Epithelial 21 tumor
H8_B001548 Epithelial 21 tumor
H8_B003577 Epithelial 21 tumor
I10_B001557 Epithelial 21 tumor
I10_B003523 Epithelial 21 tumor
I11_B000420 Epithelial 6 tumor
I12_B000422 Epithelial 6 tumor
I13_B000420 Epithelial 6 tumor
I13_B002077 Epithelial 12 nontumor
I14_B000420 Epithelial 12 nontumor
I14_B000422 Epithelial 6 tumor
I15_B000420 Epithelial 6 tumor
I15_B002079 Epithelial 6 tumor
I18_B002078 Epithelial 6 tumor
I19_B003067 Epithelial 28 tumor
I20_B002079 Epithelial 6 tumor
I21_B002078 Epithelial 6 tumor
I22_B000422 Epithelial 6 tumor
I5_B001557 Epithelial 21 tumor
I6_B001551 Epithelial 21 tumor
I7_B001543 Epithelial 21 tumor
I8_B003523 Epithelial 15 tumor
I8_B003528 Epithelial 21 tumor
I9_B003528 Epithelial 21 tumor
J10_B001548 Epithelial 21 tumor
J10_B003528 Epithelial 21 tumor
J10_B003577 Epithelial 21 tumor
J11_B000422 Epithelial 6 tumor
J12_B002077 Epithelial 6 tumor
J12_B002079 Epithelial 6 tumor
J13_B002077 Epithelial 6 tumor
J13_B002079 Epithelial 6 tumor
J17_B000420 Epithelial 6 tumor
J17_B002078 Epithelial 6 tumor
J17_B002079 Epithelial 6 tumor
J18_B000420 Epithelial 6 tumor
J18_B000422 Epithelial 6 tumor
J19_B000422 Epithelial 6 tumor
J19_B002078 Epithelial 6 tumor
J21_B000422 Epithelial 6 tumor
J7_B003577 Epithelial 21 tumor
J8_B000580 Epithelial 28 tumor
J8_B001545 Epithelial 21 tumor
J9_B003663 Epithelial 28 tumor
K10_B003528 Epithelial 21 tumor
K11_B003577 Epithelial 21 tumor
K12_B002078 Epithelial 6 tumor
K13_B000420 Epithelial 6 tumor
K13_B001557 Epithelial 21 tumor
K13_B002077 Epithelial 6 tumor
K14_B000420 Epithelial 6 tumor
K14_B002078 Epithelial 6 tumor
K16_B002077 Epithelial 6 tumor
K17_B002077 Epithelial 6 tumor
K17_B002078 Epithelial 6 tumor
K18_B000422 Epithelial 6 tumor
K18_B002077 Epithelial 6 tumor
K19_B000422 Epithelial 6 tumor
K19_B002079 Epithelial 6 tumor
K20_B002079 Epithelial 6 tumor
K21_B002077 Epithelial 6 tumor
K22_B000422 Epithelial 6 tumor
K3_B001543 Epithelial 21 tumor
K5_B001545 Epithelial 21 tumor
K6_B001545 Epithelial 21 tumor
K6_B001548 Epithelial 21 tumor
K8_B003523 Epithelial 21 tumor
L10_B001548 Epithelial 21 tumor
L10_B003528 Epithelial 21 tumor
L11_B003577 Epithelial 21 tumor
L12_B000422 Epithelial 6 tumor
L12_B002077 Epithelial 6 tumor
L13_B000420 Epithelial 6 tumor
L13_B002079 Epithelial 6 tumor
L14_B000420 Epithelial 6 tumor
L14_B000422 Epithelial 6 tumor
L16_B000420 Epithelial 6 tumor
L16_B002078 Epithelial 6 tumor
L17_B002079 Epithelial 6 tumor
L18_B002079 Epithelial 6 tumor
L19_B002078 Epithelial 6 tumor
L19_B002079 Epithelial 6 tumor
L20_B000422 Epithelial 6 tumor
L20_B002079 Epithelial 6 tumor
L21_B000422 Epithelial 6 tumor
L21_B002077 Epithelial 6 tumor
L21_B002079 Epithelial 6 tumor
L22_B000422 Epithelial 6 tumor
L22_B002079 Epithelial 6 tumor
L4_B001543 Epithelial 21 tumor
L4_B003528 Epithelial 21 tumor
L5_B001551 Epithelial 21 tumor
L7_B001545 Epithelial 21 tumor
L9_B003528 Epithelial 21 tumor
L9_B003577 Epithelial 21 tumor
M10_B000579 Epithelial 28 tumor
M10_B001559 Epithelial 21 tumor
M10_B003523 Epithelial 21 tumor
M11_B002077 Epithelial 6 tumor
M12_B002077 Epithelial 6 tumor
M13_B000422 Epithelial 21 tumor
M13_B002077 Epithelial 6 tumor
M14_B000420 Epithelial 6 tumor
M14_B002077 Epithelial 6 tumor
M15_B002077 Epithelial 6 tumor
M15_B002079 Epithelial 6 tumor
M16_B002079 Epithelial 6 tumor
M17_B002077 Epithelial 6 tumor
M18_B000422 Epithelial 21 tumor
M20_B000422 Epithelial 6 tumor
M22_B002077 Epithelial 6 tumor
M3_B001543 Epithelial 21 tumor
M6_B001551 Epithelial 21 tumor
M7_B001543 Epithelial 21 tumor
M8_B003523 Epithelial 21 tumor
M9_B001548 Epithelial 21 tumor
M9_B003577 Epithelial 21 tumor
N10_B001548 Epithelial 21 tumor
N11_B003528 Epithelial 21 tumor
N11_B003577 Epithelial 21 tumor
N12_B002077 Epithelial 6 tumor
N12_B002079 Epithelial 6 tumor
N14_B000422 Epithelial 6 tumor
N14_B002079 Epithelial 6 tumor
N15_B000422 Epithelial 6 tumor
N15_B002077 Epithelial 6 tumor
N15_B002079 Epithelial 6 tumor
N16_B002079 Epithelial 6 tumor
N17_B000422 Epithelial 6 tumor
N17_B002079 Epithelial 6 tumor
N18_B002077 Epithelial 6 tumor
N19_B000422 Epithelial 6 tumor
N19_B002079 Epithelial 6 tumor
N20_B002079 Epithelial 6 tumor
N21_B000422 Epithelial 6 tumor
N22_B002077 Epithelial 6 tumor
O10_B001543 Epithelial 21 tumor
O11_B002077 Epithelial 6 tumor
O11_B003523 Epithelial 15 tumor
O13_B002077 Epithelial 6 tumor
O14_B000420 Epithelial 6 tumor
O14_B002079 Epithelial 6 tumor
O15_B002077 Epithelial 6 tumor
O16_B000420 Epithelial 6 tumor
O16_B000422 Epithelial 6 tumor
O18_B002079 Epithelial 6 tumor
O19_B002077 Epithelial 6 tumor
O19_B003647 Epithelial 28 tumor
O5_B001548 Epithelial 21 tumor
O6_B001543 Epithelial 21 tumor
P10_B001543 Epithelial 21 tumor
P10_B003528 Epithelial 21 tumor
P13_B000420 Epithelial 6 tumor
P15_B000422 Epithelial 6 tumor
P15_B003658 Epithelial 28 tumor
P16_B000422 Epithelial 6 tumor
P17_B000422 Epithelial 6 tumor
P18_B002079 Epithelial 6 tumor
P19_B002079 Epithelial 6 tumor
P21_B000422 Epithelial 6 tumor
P21_B002079 Epithelial 6 tumor
P2_B003658 Epithelial 28 tumor
P3_B001559 Epithelial 21 tumor
P5_B001548 Epithelial 21 tumor
P7_B003523 Epithelial 21 tumor
H16_B003647 Epithelial 28 tumor
A11_B000861 Epithelial 17 tumor
A12_1001000317 Epithelial 19 tumor
A19_B003588 Epithelial 8 tumor
A1_B000863 Epithelial 17 tumor
A1_B003648 Epithelial 22 tumor
A2_B000862 Epithelial 17 tumor
A3_B003659 Epithelial 22 tumor
A4_10001000325 Epithelial 19 tumor
A4_1001000317 Epithelial 19 tumor
A4_B000862 Epithelial 17 tumor
A5_1001000317 Epithelial 19 tumor
A5_B000862 Epithelial 17 tumor
A5_B003648 Epithelial 22 tumor
A6_B000863 Epithelial 17 tumor
A6_B003093 Epithelial 19 tumor
A7_10001000325 Epithelial 19 tumor
A7_1001000407 Epithelial 27 tumor
A7_B000862 Epithelial 17 tumor
A8_B000863 Epithelial 17 tumor
A9_10001000325 Epithelial 19 tumor
A9_B000860 Epithelial 17 tumor
A9_B000862 Epithelial 17 tumor
A9_B003647 Epithelial 28 tumor
B10_B000863 Epithelial 17 tumor
B11_10001000325 Epithelial 19 tumor
B11_B000861 Epithelial 17 tumor
B12_B001008 Epithelial 22 tumor
B19_B003930 Epithelial 22 tumor
B21_B003654 Epithelial 4 tumor
B2_1001000317 Epithelial 19 tumor
B2_B000861 Epithelial 17 tumor
B2_B000863 Epithelial 17 tumor
B2_B001464 Epithelial 19 tumor
B2_B003129 Epithelial 22 nontumor
B2_B003659 Epithelial 22 tumor
B3_B000863 Epithelial 17 tumor
B4_B001464 Epithelial 19 tumor
B4_B003648 Epithelial 22 tumor
B5_10001000325 Epithelial 19 tumor
B5_B000863 Epithelial 17 tumor
B5_B001464 Epithelial 19 tumor
B6_1001000317 Epithelial 19 tumor
B6_B000863 Epithelial 17 tumor
B8_1001000317 Epithelial 19 tumor
B8_B003648 Epithelial 22 tumor
C10_10001000325 Epithelial 19 tumor
C11_10001000325 Epithelial 19 tumor
C11_1001000327 Epithelial 19 tumor
C11_B000862 Epithelial 17 tumor
C11_B000863 Epithelial 17 tumor
C12_10001000325 Epithelial 19 tumor
C18_B003656 Epithelial 14 nontumor
C1_1001000317 Epithelial 19 tumor
C1_B000863 Epithelial 17 tumor
C20_B003654 Epithelial 17 nontumor
C22_B000862 Epithelial 17 tumor
C22_B003647 Epithelial 28 tumor
C2_B000862 Epithelial 17 tumor
C2_B000863 Epithelial 17 tumor
C2_B003648 Epithelial 22 tumor
C3_1001000327 Epithelial 19 tumor
C3_B000863 Epithelial 17 tumor
C4_10001000325 Epithelial 19 tumor
C4_1001000317 Epithelial 19 tumor
C5_1001000317 Epithelial 19 tumor
C5_1001000327 Epithelial 19 tumor
C5_B000862 Epithelial 17 tumor
C5_B000863 Epithelial 17 tumor
C6_1001000317 Epithelial 19 tumor
C6_B000862 Epithelial 17 tumor
C6_B000863 Epithelial 16 tumor
C6_B003648 Epithelial 22 tumor
C7_1001000317 Epithelial 19 tumor
C7_B003648 Epithelial 22 tumor
C8_B000862 Epithelial 17 tumor
C8_B000863 Epithelial 17 tumor
C8_B003659 Epithelial 22 tumor
C9_1001000317 Epithelial 19 tumor
C9_B000863 Epithelial 17 tumor
D10_B000862 Epithelial 17 tumor
D12_B000862 Epithelial 17 tumor
D18_B000862 Epithelial 17 tumor
D19_B001010 Epithelial 7 tumor
D1_1001000317 Epithelial 19 tumor
D2_B001464 Epithelial 19 tumor
D2_B003659 Epithelial 22 tumor
D3_1001000317 Epithelial 19 tumor
D3_B000863 Epithelial 17 tumor
D4_1001000317 Epithelial 19 tumor
D5_1001000315 Epithelial 19 tumor
D5_B000862 Epithelial 16 tumor
D5_B000863 Epithelial 17 tumor
D7_B003648 Epithelial 22 tumor
D8_10001000325 Epithelial 19 tumor
D8_1001000408 Epithelial 27 tumor
D8_B000862 Epithelial 17 tumor
D8_B003659 Epithelial 22 tumor
D9_B000861 Epithelial 16 tumor
E10_10001000325 Epithelial 19 tumor
E10_1001000327 Epithelial 19 tumor
E10_B000861 Epithelial 17 tumor
E10_B000863 Epithelial 17 tumor
E10_B003588 Epithelial 8 tumor
E11_1001000314 Epithelial 19 tumor
E11_B000863 Epithelial 17 tumor
E12_10001000325 Epithelial 19 tumor
E1_B000863 Epithelial 17 tumor
E1_B003070 Epithelial 22 tumor
E1_B003648 Epithelial 22 tumor
E22_B001008 Epithelial 19 tumor
E2_1001000317 Epithelial 19 tumor
E2_B003070 Epithelial 22 tumor
E3_B000862 Epithelial 16 tumor
E3_B000863 Epithelial 17 tumor
E7_10001000325 Epithelial 19 tumor
E7_1001000317 Epithelial 19 tumor
E7_B000862 Epithelial 17 tumor
E7_B003659 Epithelial 22 tumor
E8_B003648 Epithelial 22 tumor
E9_1001000317 Epithelial 19 tumor
F10_1001000327 Epithelial 19 tumor
F10_B000862 Epithelial 16 tumor
F10_B000863 Epithelial 17 tumor
F11_B000862 Epithelial 17 tumor
F11_B000863 Epithelial 17 tumor
F12_1001000317 Epithelial 19 tumor
F12_1001000327 Epithelial 19 tumor
F15_B000862 Epithelial 17 tumor
F18_B001008 Epithelial 19 tumor
F1_B000862 Epithelial 17 tumor
F1_B000863 Epithelial 17 tumor
F1_B001464 Epithelial 19 tumor
F1_B001608 Epithelial 14 tumor
F20_B003080 Epithelial 24 tumor
F21_B001010 Epithelial 19 tumor
F21_B001460 Epithelial 19 tumor
F2_10001000325 Epithelial 19 tumor
F2_1001000317 Epithelial 19 tumor
F2_1001000327 Epithelial 19 tumor
F2_B000861 Epithelial 17 tumor
F3_B001464 Epithelial 19 tumor
F3_B003648 Epithelial 22 tumor
F4_B000861 Epithelial 17 tumor
F4_B001464 Epithelial 19 tumor
F4_B003648 Epithelial 22 tumor
F4_B003659 Epithelial 22 tumor
F5_1001000327 Epithelial 19 tumor
F5_B000863 Epithelial 17 tumor
F5_B003648 Epithelial 22 tumor
F6_1001000317 Epithelial 19 tumor
F6_B000860 Epithelial 17 tumor
F6_B000862 Epithelial 17 tumor
F6_B000863 Epithelial 17 tumor
F6_B003659 Epithelial 22 tumor
F7_B003648 Epithelial 22 tumor
F8_B000860 Epithelial 16 tumor
F8_B000861 Epithelial 17 tumor
F8_B000863 Epithelial 17 tumor
F8_B003648 Epithelial 22 tumor
F8_B003659 Epithelial 22 tumor
F9_B000861 Epithelial 17 tumor
F9_B000863 Epithelial 17 tumor
G10_B000862 Epithelial 16 tumor
G10_B000863 Epithelial 17 tumor
G15_B003522 Epithelial 8 tumor
G15_B003647 Epithelial 28 tumor
G15_B003930 Epithelial 19 tumor
G17_B000862 Epithelial 17 tumor
G1_1001000317 Epithelial 19 tumor
G1_B000579 Epithelial 22 tumor
G1_B000863 Epithelial 17 tumor
G1_B003648 Epithelial 22 tumor
G22_B003588 Epithelial 8 tumor
G2_10001000325 Epithelial 19 tumor
G2_1001000317 Epithelial 19 tumor
G2_1001000327 Epithelial 19 tumor
G2_B000861 Epithelial 16 nontumor
G2_B000862 Epithelial 17 tumor
G2_B003659 Epithelial 22 tumor
G3_1001000317 Epithelial 19 tumor
G3_B003659 Epithelial 22 tumor
G4_1001000317 Epithelial 19 tumor
G4_B000861 Epithelial 17 tumor
G4_B000863 Epithelial 17 tumor
G4_B003659 Epithelial 22 tumor
G5_1001000327 Epithelial 19 tumor
G5_B003659 Epithelial 22 tumor
G6_1001000317 Epithelial 19 tumor
G6_B000863 Epithelial 17 tumor
G7_1001000327 Epithelial 19 tumor
G7_B000863 Epithelial 17 tumor
G7_B003648 Epithelial 22 tumor
G8_1001000317 Epithelial 19 tumor
G8_B000861 Epithelial 17 tumor
G8_B003648 Epithelial 22 tumor
G9_B000861 Epithelial 17 tumor
G9_B000863 Epithelial 17 tumor
G9_B003080 Epithelial 24 tumor
H10_10001000325 Epithelial 19 tumor
H10_B000278 Epithelial 17 tumor
H11_1001000317 Epithelial 19 tumor
H11_B000278 Epithelial 17 tumor
H11_B000863 Epithelial 17 tumor
H11_B003523 Epithelial 15 tumor
H12_B000278 Epithelial 17 tumor
H13_B000278 Epithelial 17 tumor
H13_B003120 Epithelial 19 tumor
H15_B000278 Epithelial 17 tumor
H16_B000278 Epithelial 17 tumor
H16_B001010 Epithelial 19 tumor
H1_B000278 Epithelial 17 tumor
H2_10001000325 Epithelial 19 tumor
H2_1001000317 Epithelial 19 tumor
H2_B000278 Epithelial 17 tumor
H3_10001000325 Epithelial 19 tumor
H3_B000278 Epithelial 17 tumor
H4_10001000325 Epithelial 19 tumor
H4_B000278 Epithelial 17 tumor
H4_B000862 Epithelial 16 tumor
H4_B000863 Epithelial 17 tumor
H4_B001464 Epithelial 19 tumor
H5_1001000317 Epithelial 19 tumor
H5_B000278 Epithelial 17 tumor
H5_B003659 Epithelial 22 tumor
H6_B000278 Epithelial 17 tumor
H6_B000863 Epithelial 17 tumor
H6_B003648 Epithelial 22 tumor
H7_1001000317 Epithelial 19 tumor
H7_B000278 Epithelial 17 tumor
H7_B000863 Epithelial 17 tumor
H7_B003656 Epithelial 28 tumor
H8_B000278 Epithelial 17 tumor
H8_B000863 Epithelial 17 tumor
H8_B003659 Epithelial 22 tumor
H9_10001000325 Epithelial 19 tumor
H9_B000278 Epithelial 17 tumor
H9_B000860 Epithelial 16 tumor
I10_B000863 Epithelial 17 tumor
I11_B000863 Epithelial 17 tumor
I16_B003103 Epithelial 26 nontumor
I19_B003577 Epithelial 19 nontumor
I1_B000863 Epithelial 16 tumor
I1_B001464 Epithelial 19 tumor
I1_B003648 Epithelial 22 tumor
I2_B001464 Epithelial 19 tumor
I2_B003121 Epithelial 28 tumor
I2_B003659 Epithelial 22 tumor
I3_B003648 Epithelial 22 tumor
I3_B003659 Epithelial 22 tumor
I5_B000863 Epithelial 17 tumor
I5_B001464 Epithelial 19 tumor
I5_B003648 Epithelial 22 tumor
I6_B003648 Epithelial 22 tumor
I6_B003659 Epithelial 22 tumor
I7_B003648 Epithelial 22 tumor
I7_B003659 Epithelial 22 tumor
I8_B000860 Epithelial 17 tumor
I8_B000863 Epithelial 16 tumor
I8_B003648 Epithelial 22 tumor
J13_B003116 Epithelial 19 tumor
J15_B000862 Epithelial 17 tumor
J16_B003112 Epithelial 12 tumor
J2_B003643 Epithelial 22 tumor
J2_B003648 Epithelial 22 tumor
J3_B000863 Epithelial 16 tumor
J3_B003093 Epithelial 19 tumor
J4_B003648 Epithelial 22 tumor
J4_B003659 Epithelial 22 tumor
J5_B000863 Epithelial 17 tumor
J5_B003659 Epithelial 22 tumor
J6_B003126 Epithelial 4 tumor
J7_B000863 Epithelial 17 tumor
J7_B003659 Epithelial 22 tumor
J8_B003659 Epithelial 22 tumor
K10_B003119 Epithelial 30 nontumor
K11_B003119 Epithelial 30 nontumor
K13_B003079 Epithelial 24 tumor
K13_B003119 Epithelial 30 nontumor
K14_B003119 Epithelial 30 nontumor
K15_B001008 Epithelial 19 tumor
K15_B003119 Epithelial 30 nontumor
K15_B003120 Epithelial 19 tumor
K17_B003119 Epithelial 30 nontumor
K17_B003775 Epithelial 14 tumor
K18_B003119 Epithelial 30 nontumor
K19_B003119 Epithelial 30 nontumor
K19_B003125 Epithelial 14 nontumor
K1_B003119 Epithelial 30 nontumor
K20_B003119 Epithelial 30 nontumor
K21_B001010 Epithelial 19 tumor
K21_B003116 Epithelial 12 tumor
K21_B003119 Epithelial 30 nontumor
K22_B003119 Epithelial 30 nontumor
K2_B003119 Epithelial 30 nontumor
K3_B003119 Epithelial 30 nontumor
K3_B003648 Epithelial 22 tumor
K3_B003659 Epithelial 22 tumor
K4_B000863 Epithelial 17 tumor
K4_B003119 Epithelial 30 nontumor
K4_B003648 Epithelial 22 tumor
K5_B000863 Epithelial 17 tumor
K5_B003097 Epithelial 19 tumor
K5_B003119 Epithelial 30 nontumor
K6_B003119 Epithelial 30 nontumor
K7_B000861 Epithelial 17 tumor
K7_B003119 Epithelial 30 nontumor
K8_B003648 Epithelial 22 tumor
K9_B003119 Epithelial 30 nontumor
K9_B003656 Epithelial 28 tumor
K9_B003663 Epithelial 14 tumor
L10_B003588 Epithelial 8 tumor
L11_B000863 Epithelial 17 tumor
L19_B003112 Epithelial 19 tumor
L1_B003659 Epithelial 22 tumor
L2_B000863 Epithelial 17 tumor
L2_B001464 Epithelial 19 tumor
L2_B003648 Epithelial 22 tumor
L2_B003659 Epithelial 22 tumor
L3_B000861 Epithelial 14 tumor
L3_B003659 Epithelial 22 tumor
L4_B003648 Epithelial 22 tumor
