"","cnv_score"
"O9_B003119",3150
"F16_B003120",2695
"L12_B003120",2876
"K22_B003120",3255
"P16_B003120",3401
"L20_B003116",3256
"H11_B003119",3419
"P13_B003120",2923
"H22_B003120",3285
"A12_B003116",3160
"C20_B003112",2875
"A16_B003116",3596
"D21_B003116",3107
"F22_B003120",3465
"P11_B003119",3103
"F18_B003120",3830
"F1_B003120",3251
"H21_B003116",4053
"O9_B002090",3778
"F12_B003119",3901
"O14_B003116",3722
"N11_B003119",2948
"O16_B003120",3333
"F19_B003116",3974
"N22_B003116",3658
"B13_B003116",4511
"C10_B003119",3819
"C22_B003116",4088
"G4_B001558",4324
"E12_B003119",3909
"P19_B003116",4503
"C16_B003116",3890
"P22_B003116",3626
"C16_B003120",3759
"M8_B003119",3945
"L17_B003116",3513
"N19_B003116",3503
"G11_B003119",4016
"C21_B003116",3580
"D20_B003116",3607
"D18_B003116",4897
"C21_B003120",3570
"D13_B003120",3562
"O13_B003116",3313
"O15_B003112",3827
"G12_B003116",3984
"C22_B003112",2867
"I22_B003120",2916
"C19_B002079",3130
"M21_B002097",3304
"P21_B003116",3259
"E13_B003116",3306
"P14_B003112",3249
"P19_B003120",3005
"I11_B003528",2544
"P20_B003120",3360
"O17_B003112",4398
"J17_B003120",3363
"M13_B003116",3297
"F12_B002077",3780
"F8_B001548",4636
"K12_B003119",4111
"K8_B003119",3770
"A14_B003120",3482
"N8_B003119",4477
"F21_B003120",2885
"D10_B003119",3173
"E16_B003120",3142
"K17_B003120",3363
"M10_B003119",3660
"A11_B003119",2675
"N3_B003187",2833
"E20_B003120",4038
"H14_B003120",4329
"F12_B003116",4206
"J7_B003119",4818
"F9_B003119",3688
"H18_B003120",4164
"I19_B003120",3438
"I20_B003120",3727
"B16_B003120",3537
"F7_B003119",3649
"J14_B003120",3887
"M4_B001543",3903
"J4_B001558",4099
"M22_B002073",4312
"E13_B003120",3920
"G17_B002090",3137
"E8_B003119",4105
"M16_B003116",3116
"I21_B003120",3196
"L19_B003120",3332
"G10_B003119",4183
"I15_B003116",3152
"J8_B003119",3491
"H13_B003112",3988
"I17_B003112",4154
"J12_B003120",3533
"J9_B003119",3748
"A8_B001543",3822
"I10_B003119",3585
"A15_B003116",3715
"F13_B003120",3547
"D9_B003119",3426
"H10_B003119",3617
"H12_B003119",4865
"L10_B003119",3681
"L13_B003116",3894
"E13_B003112",4868
"C18_B003116",4432
"J20_B003120",4351
"D13_B003116",5396
"F15_B003120",4516
"I11_B003119",4317
"J14_B003116",3924
"B19_B003116",4319
"H16_B003116",4603
"H13_B003116",3842
"E12_B003116",4211
"G16_B003116",4213
"N15_B003119",2883
"N17_B003119",3025
"N19_B003120",3168
"N16_B003119",2958
"N18_B003119",2781
"N20_B003119",1895
"N19_B003119",2567
"N21_B003119",2331
"M15_B003191",2101
"P2_B003995",1948
"D8_B002558",1724
"J18_B003775",2243
"A15_B003112",2541
"P15_B003120",2204
"A22_B003112",2667
"D20_B002074",2451
"I2_B003647",2381
"H16_B003129",2806
"N14_B003120",2610
"C1_B003995",3065
"H16_B003120",2762
"O14_B003120",2731
"B17_B003120",3058
"K13_B003120",3094
"K18_B003120",3291
"O18_B003112",2734
"O19_B003120",2941
"E17_B003116",3845
"A13_B003112",3243
"C8_B001558",3303
"P20_B003112",3021
"C19_B003116",3487
"E21_B003116",3145
"E17_B003120",3168
"E21_B003120",2931
"K20_B003112",2903
"M22_B003112",3293
"A20_B003120",3160
"L16_B003120",2965
"P17_B003112",2733
"P17_B003120",2383
"A16_B003120",1863
"D15_B003120",2301
"P16_B003116",2449
"P21_B003120",2518
"D19_B003116",2178
"O22_B003120",2751
"N14_B003116",3307
"B22_B003120",3388
"D12_B003120",2684
"C19_B003120",3359
"F12_B003120",2456
"K14_B003120",2758
"J15_B003120",2680
"P22_B003120",3047
"A18_B003120",2538
"C22_B003120",2669
"A21_B003120",2610
"C17_B003120",2568
"K9_B001543",3084
"J10_B003119",3039
"N12_B003120",2715
"I1_B003647",3805
"F21_B003112",3738
"L14_B003116",3702
"A14_B002079",4337
"G8_B001548",3466
"C15_B000422",3310
"K12_B002570",3047
"E18_B003116",3577
"G18_B003120",3279
"G16_B003120",2872
"M15_B003120",3532
"D17_B003116",3593
"L21_B002078",3801
"I9_B003119",3729
"N9_B003119",2910
"B4_B001543",2717
"G17_B003120",2844
"M13_B003120",2766
"G13_B003120",3178
"H19_B003120",3186
"I15_B003120",2838
"E11_B003119",3128
"K12_B003116",3396
"I14_B003116",3386
"I7_B003119",3037
"J20_B003112",3074
"M21_B000419",2744
"C10_B001545",2944
"F20_B000422",2873
"J11_B002077",2555
"E14_B003116",1901
"E14_B003120",2132
"E18_B003120",1707
"J13_B003120",2814
"N16_B003120",3179
"K17_B003116",2759
"N1_B000568",2226
"F16_B003187",2583
"B4_B003132",2353
"M12_B003119",2556
"G8_B001545",2224
"L22_B003120",2001
"O11_B002570",2121
"O8_B001545",2434
"J22_B003120",2184
"D10_B001558",2070
"I16_B003120",2264
"F22_B003116",2577
"O12_B003120",2561
"C20_B003120",2023
"O18_B003120",2196
"D22_B003120",2865
"O20_B003120",1981
"M11_B000561",1987
"A9_B001475",6158
"B22_B003776",5803
"B21_B003776",4626
"I7_B001475",4400
"E13_B003775",5032
"O17_B003776",5099
"N7_B001475",4406
"F13_B003776",4761
"O21_B003776",4348
"I16_B003775",4571
"I16_B003777",5010
"I17_B003775",4817
"L15_B003775",5049
"A22_B003776",4701
"H3_B001470",4543
"D18_B003776",5511
"I21_B003775",5449
"D20_B003775",5776
"I17_B003776",4979
"C13_B003775",4792
"I13_B003775",5129
"J21_B003776",5103
"C20_B003775",5009
"J16_B003776",4523
"L16_B003777",4855
"L21_B003775",4314
"N18_B003775",5297
"A17_B003777",5340
"B14_B003777",6227
"A18_B003775",5479
"J14_B003775",4615
"K21_B003777",5425
"B18_B003777",5033
"F8_B001475",4439
"H14_B003776",4750
"K9_B001475",4702
"M14_B003776",5461
"M11_B001475",5030
"M16_B003776",4805
"O19_B003776",4994
"E21_B003777",4765
"O14_B003776",4355
"P12_B003777",4635
"O18_B003776",3652
"B17_B003776",3855
"C18_B003776",3219
"J14_B003777",3636
"D3_B001474",4650
"N15_B003775",4670
"H20_B003775",4103
"A14_B003776",4008
"G20_B003775",3272
"N16_B003775",3100
"O14_B003775",2781
"E22_B003775",3443
"K18_B003776",3688
"J12_B003776",3691
"A17_B003775",3162
"I15_B003777",3487
"D13_B003776",3971
"M21_B003775",3208
"C19_B003777",4371
"P14_B003775",4168
"A21_B003777",4856
"K4_B001470",3831
"H22_B003777",3566
"O13_B003775",4226
"O17_B003775",1656
"C22_B003775",1445
"I5_B001470",1189
"D22_B003775",1126
"B16_B003775",1044
"D17_B003775",1260
"A19_B003777",1597
"M6_B001475",1526
"C17_B003776",2204
"M22_B003775",2209
"A16_B003776",1837
"F7_B001475",1349
"K16_B003776",1907
"G22_B003775",1898
"E10_B001475",1929
"E7_B001474",1653
"A14_B003775",2001
"F22_B003775",1792
"M18_B003775",2291
"O16_B003777",1830
"B15_B003777",1922
"C14_B003777",1475
"G6_B001475",1832
"B9_B001475",1287
"M15_B003777",1437
"D12_B003775",1013
"O22_B003775",1241
"J9_B001475",1430
"M9_B001475",1636
"A16_B003777",1593
"G21_B003775",1234
"P17_B003777",2844
"E12_B003775",2311
"H17_B003775",2230
"N9_B001475",2440
"A9_B001474",3019
"I1_B001470",2116
"P16_B003775",2320
"N20_B003775",3419
"P19_B003775",2911
"J21_B003775",2007
"O20_B003775",2482
"K20_B003775",2745
"P22_B003775",2365
"A16_B003775",2186
"L22_B003775",2196
"I19_B003776",2781
"F19_B003775",2298
"O21_B003775",2739
"B22_B003775",2709
"D8_B001475",2675
"E7_B001475",2485
"H8_B001475",2705
"A13_B003777",2627
"D12_B003777",2217
"H2_B001474",3776
"N5_B001475",3845
"G5_B001475",3155
"G7_B001475",2798
"D13_B003775",3312
"I22_B003777",3096
"L20_B003777",3443
"P22_B003777",3869
"H8_B001470",3455
"I4_B001474",3161
"L11_B001475",2975
"G5_B001474",2660
"M17_B003775",2630
"N13_B003776",3928
"L17_B003777",3963
"B6_B001474",3970
"C1_B001474",4002
"N22_B003129",3566
"H10_B001475",3957
"M9_B001470",4250
"H16_B003776",4340
"L21_B003777",3468
"B14_B003776",3165
"I18_B003777",3177
"E20_B003776",3097
"P19_B003776",3549
"A8_B001474",3945
"O21_B003777",3485
"F15_B003775",2907
"I18_B003776",2905
"J15_B003777",3292
"K12_B003777",4590
"J21_B003777",3088
"M22_B003777",4006
"H6_B000278",6555
"H8_B000278",6081
"H11_B000863",7322
"H4_B000278",6580
"H3_B000278",6776
"H1_B000278",6880
"H2_B000278",6875
"H11_B000278",5127
"H9_B000278",4928
"H15_B000278",5420
"H5_B000278",5153
"H7_B000278",5909
"H16_B000278",4408
"H13_B000278",5102
"H10_B000278",5121
"H12_B000278",5085
"D9_B000863",1618
"E2_B000863",1894
"P9_B000862",1923
"M3_B000862",2026
"A1_B000860",2167
"P6_B000861",1749
"H3_B000861",1762
"I10_B000860",1701
"E4_B000860",1814
"C4_B000863",2139
"P3_B000863",1926
"P10_B000863",1664
"B1_B000863",1564
"N2_B000863",1499
"E9_B000861",1864
"E2_B000862",1847
"L3_B000863",1973
"D10_B000860",1549
"J11_B000862",1610
"B5_B000860",1800
"H6_B000860",1764
"K7_B000863",2782
"B6_B000862",1975
"E7_B000863",2070
"L6_B000863",2607
"C3_B000860",2033
"J2_B000863",2092
"D7_B000863",2346
"F2_B003658",2112
"H8_B000860",2442
"M1_B000861",3269
"I7_B000862",2333
"N7_B000862",2295
"B3_B000862",2265
"J2_B000862",1961
"O6_B000863",1909
"G7_B000860",1558
"L6_B000862",1132
"J3_B000862",2399
"G2_B000861",1887
"O3_B000862",2569
"C3_B000861",2945
"C10_B000863",2384
"G11_B000860",2726
"M7_B000863",2928
"K1_B000863",2327
"M1_B000862",2400
"I7_B000863",3249
"L6_B000861",2697
"L7_B000862",5937
"F8_B000860",5133
"I10_B000863",5632
"F10_B000862",5439
"G10_B000862",4738
"H9_B000860",6195
"E3_B000862",5396
"J3_B000863",5010
"O5_B000863",6972
"P9_B000861",6479
"J7_B000863",5418
"P7_B000861",6259
"O12_B000862",3276
"P3_B000861",3270
"N3_B000863",4018
"D11_B000862",3320
"N1_B000862",3749
"P2_B000861",3865
"D9_B000861",4103
"H4_B000862",3995
"P5_B000861",4326
"L5_B000863",3645
"B5_B000861",3073
"B9_B000863",2911
"G6_B000860",3131
"C6_B000863",5013
"J8_B000862",3440
"F7_B000861",3357
"I8_B000863",3657
"D5_B000862",3710
"I1_B000863",4484
"J8_B000863",3694
"L9_B000863",3151
"M4_B000863",5007
"B6_B000863",5369
"F4_B000861",3936
"P6_B000863",4163
"P10_B000861",4826
"P4_B000861",4964
"J2_B003643",4602
"B2_B000861",4219
"G4_B000861",5034
"E7_B000862",4686
"F2_B000861",3139
"L3_B000861",2694
"D2_B000579",7407
"N7_B003663",8050
"K9_B003663",6880
"D8_B000579",4157
"G1_B000579",4530
"M7_B003658",4950
"P15_B003658",4920
"F10_B003663",6880
"J9_B003663",8137
"E10_B003663",6025
"J8_B000580",6305
"E14_B000579",6189
"G15_B000579",6371
"E2_B000579",5867
"E11_B000579",5544
"C3_B000579",6122
"P2_B003658",4665
"C10_B000580",5591
"M10_B000579",6109
"B15_B000579",6086
"P4_B003658",5396
"D6_B003077",5179
"N6_B000575",5171
"D10_B000573",5012
"G8_B003080",4090
"I20_B003079",3856
"J22_B003079",4058
"F12_B000573",2691
"M20_B003079",2409
"G8_B000575",3077
"L6_B000569",3103
"G9_B003080",7527
"F20_B003080",5095
"H8_B003080",4519
"L10_B003078",5317
"H3_B003080",6050
"H18_B000575",5107
"K13_B003079",5739
"H16_B003647",6832
"H7_B003656",8218
"E7_B003656",5818
"K9_B003656",5667
"A9_B003647",6890
"G15_B003647",5949
"H20_B003647",6443
"O19_B003647",6116
"C22_B003647",5579
"C5_B003647",4964
"N1_B003656",4961
"E17_B003656",4841
"M11_B003647",4640
"M6_B003656",3273
"P19_B003647",3902
"B13_B003775",9283
"N12_B003529",7968
"L18_B003777",9300
"H21_B003183",7848
"I7_B003115",7438
"J5_B003115",9157
"A11_B003115",4466
"C1_B003115",5203
"H1_B003113",6418
"H2_B003115",6605
"J10_B003113",4628
"D9_B003113",6750
"G11_B003113",6690
"J11_B003115",7294
"E9_B003115",8742
"K9_B003117",7919
"J7_B003115",7240
"I11_B003113",6978
"K11_B003113",6347
"E22_B001008",8597
"G14_B001010",6265
"H16_B001010",6953
"F21_B001010",7067
"K15_B001008",8466
"D19_B001010",6535
"D20_B001008",4934
"F18_B001008",5858
"N13_B001010",7059
"N13_B001008",7413
"K21_B001010",7511
"B12_B001008",7026
"M14_B001008",7031
"J13_B003116",6712
"K15_B003120",6076
"L19_B003112",7969
"D15_B003116",7040
"K21_B003116",4594
"P13_B003112",5579
"H13_B003120",5898
"J16_B003112",6650
"O23_1001000377",4876
"O24_1001000377",4917
"K12_1001000412",11669
"D15_1001000408",7697
"F1_B001608",4476
"A7_1001000407",5538
"A10_1001000407",4645
"E21_1001000412",4053
"H5_1001000411",5392
"A3_1001000408",6279
"K10_1001000412",5110
"M8_B003129",8427
"G16_B003126",7268
"P7_B003132",5747
"L8_B003125",8804
"M2_B003187",6809
"A8_B003126",7012
"E8_B003187",5446
"D2_B003187",5058
"M15_B003126",6344
"A8_B003132",5905
"C5_B003125",4527
"D4_1001000317",9230
"G16_B003105",6972
"I2_B003121",6272
"B19_B003930",7246
"D18_B003930",6850
"G15_B003930",7754
"O14_B003103",7203
"J12_B001546",3446
"L1_B001546",3702
"G18_B003183",3500
"F8_B001546",3503
"H8_B001546",2741
"K7_B001546",2321
"P8_B001546",1895
"F14_B003183",3668
"I12_B001546",3271
"H10_B001546",4150
"N15_B003183",4332
"A1_B001546",4980
"C3_B001544",3728
"I2_B001546",3836
"D9_B001546",3236
"I9_B001544",3139
"J10_B001546",5344
"K11_B001546",5281
"M20_B003179",7375
"O8_B001544",7662
"P10_B001546",6291
"F7_B001546",5727
"K10_B001546",6369
"D10_B001546",6292
"L10_B001546",5326
"F9_B001546",4969
"M10_B001544",4310
"I16_B003183",5258
"J22_B003179",5609
"P14_B003179",5872
"A19_B003183",6225
"D22_B003179",5438
"O14_B003179",3987
"P21_B003179",4157
"C4_1001000302",3273
"E9_1001000302",2314
"O2_B003659",2617
"F4_1001000302",2231
"G4_1001000302",2626
"J3_B003648",5788
"F2_B003648",3267
"A6_B003648",3785
"E3_B003648",3415
"O12_B003648",2820
"E7_B003648",2326
"G4_B003648",2681
"J8_B003648",4151
"K7_B003648",3360
"K8_B003659",3575
"I6_B003648",6782
"N8_B003648",6264
"O2_B003648",6564
"B4_B003648",6255
"D6_B003648",5335
"M5_B003659",6248
"I6_B003659",4315
"I2_B003648",3437
"B7_B003659",2234
"I1_B003659",1942
"I5_B003659",2628
"K8_B003648",5133
"C8_B003659",4372
"F4_B003659",4532
"N7_B003648",5074
"D2_B003659",4508
"E2_B003070",2850
"G3_B003659",4336
"P7_B003648",3031
"L2_B003659",3631
"I3_B003659",4193
"O1_B003659",4369
"B16_1001000340",4459
"L7_1001000340",3705
"F14_1001000339",2938
"I11_1001000340",3070
"I14_1001000339",3953
"C19_1001000340",2724
"C9_1001000340",3295
"B17_1001000339",3939
"K6_1001000340",3314
"P12_1001000340",3191
"B16_1001000339",2566
"I18_1001000339",3526
"I15_1001000339",3635
"H8_1001000340",3267
"G18_1001000339",2343
"I21_1001000340",2879
"O2_B000260",3659
"E19_B003067",4279
"O1_B000260",3440
"I4_B003113",3936
"M11_B003113",4063
"L15_B003129",2636
"O16_B003129",2930
"O5_B003126",2883
"P15_B003187",2748
"B16_B003126",3311
"I5_B003125",2701
"K1_B003126",2817
"K15_B003129",4194
"D14_B003125",3640
"J16_B003191",3190
"A19_B003070",2920
"K19_B003070",1752
"K22_B003070",2461
"L18_B002074",1539
"O3_B003995",1666
"G20_B003071",2004
"A22_B003071",1599
"J19_B003071",1521
"N20_B003067",1331
"A22_B003067",2716
"M19_B003070",3076
"M19_B003067",3821
"O19_B003067",4242
"D19_B003071",3150
"O10_B000894",2573
"F22_B003070",4637
"B19_B003071",3921
"F19_B003067",3737
"G12_B003995",6928
"A13_B003894",3507
"G7_B003995",2968
"B14_B003771",2446
"K6_B003995",1906
"A22_B003995",4172
"K5_B003995",3950
"F14_B003771",5622
"L14_B003771",5525
"I13_B003894",5617
"O12_B003920",5535
"F15_B003771",4364
"L13_B003920",4668
"N12_B003771",5009
"F16_B003771",5130
"F22_B003995",5643
"L20_B003995",5631
"G12_B003894",5144
"M21_B003995",2876
"D20_B003995",3456
"O14_B003995",2894
"H8_B003132",8893
"J6_B003126",8367
"G4_B003191",5676
"A21_B003654",5867
"B21_B003654",6021
"C20_B003654",4397
"O19_B003070",8038
"C22_B003067",7008
"G22_B003071",5646
"O21_B003071",5648
"H20_B003067",8335
"I19_B003067",8287
"L14_B003518",7736
"F19_B003527",6192
"M12_B003527",6848
"J15_B003527",7511
"A22_B003522",7352
"K22_B003518",7635
"B21_B003518",7370
"C8_B003518",6054
"H18_B003527",7687
"F18_B003527",6559
"P19_B003522",6220
"A10_B003588",6714
"E14_B003518",6801
"D19_B003518",6706
"K13_B003522",7706
"H19_B003518",6921
"G14_B003518",7502
"I9_B003518",6737
"E12_B003518",5800
"F13_B003518",6299
"O17_B003522",6297
"H7_B003518",7257
"O11_B003527",6716
"E20_B003518",6663
"K10_B003529",6183
"M6_B003527",7277
"N5_B003518",7473
"A13_B003522",6917
"J9_B003529",6990
"B18_B003588",6779
"J9_B003527",5964
"D18_B003522",7700
"G17_B003518",7068
"H10_B003522",7418
"C9_B003518",6854
"E18_B003518",7227
"M21_B003518",7145
"G15_B003522",6975
"E10_B003588",5839
"P11_B003518",5663
"A19_B003588",5546
"N19_B003527",6041
"G17_B003527",5707
"N12_B003527",6334
"D7_B003518",5379
"E17_B003518",6193
"M16_B003518",5674
"B20_B003522",5308
"J17_B003527",5860
"E16_B003518",6198
"F21_B003529",6578
"L13_B003529",5722
"P11_B003529",5716
"H11_B003518",6726
"H9_B003518",6139
"J10_B003518",6653
"N18_B003522",6808
"D3_B003588",7328
"I13_B003518",6457
"F10_B003518",6155
"N20_B003518",6506
"A11_B003522",6555
"K18_B003518",5829
"F17_B003518",6681
"I7_B003518",6833
"M20_B003518",6384
"A16_B003527",5330
"C12_B003527",5691
"M9_B003588",6083
"D20_B003529",6537
"C17_B003527",6432
"O17_B003527",6298
"O11_B003588",5328
"B12_B003527",5230
"D19_B003529",5551
"N17_B003527",5520
"B22_B003518",5077
"O15_B003527",4875
"B14_B003518",6112
"C17_B003588",5560
"H14_B003518",6565
"D21_B003527",6584
"C18_B003527",6394
"J11_B003518",6098
"K15_B003527",5617
"N10_B003527",5777
"E10_B003518",5889
"D12_B003518",5940
"G15_B003518",5853
"K12_B003518",6710
"A15_B003522",5373
"H20_B003518",5809
"G20_B003588",5141
"P20_B003522",5941
"P9_B003518",5384
"A16_B003518",5165
"B13_B003527",6433
"N15_B003518",5375
"A10_B003527",5962
"H19_B003527",5981
"P20_B003518",5274
"C17_B003518",6277
"A9_B003518",6136
"N16_B003518",5559
"D15_B003529",6370
"M9_B003527",6445
"A14_B003518",6654
"I13_B003527",6291
"I6_B003527",6064
"A7_B003518",5824
"B11_B003527",6332
"A14_B003527",6576
"A15_B003527",7224
"O7_B003518",6164
"C16_B003527",6273
"O19_B003527",7063
"F8_B003527",6455
"P8_B003527",5591
"K14_B003518",5889
"A21_B003518",6833
"J16_B003518",6479
"E8_B003527",7005
"K17_B003518",6341
"L9_B003518",6213
"H12_B003527",6012
"B8_B003527",6604
"O11_B003529",6195
"A8_B003527",5968
"B8_B003518",6059
"O11_B003518",6170
"H13_B003518",5730
"J21_B003518",6358
"D19_B003588",6694
"I18_B003518",5931
"M17_B003518",6607
"M19_B003518",6551
"I7_B003527",6658
"G10_B003588",6168
"H19_B003588",6689
"F15_B003522",6531
"P12_B003588",5915
"O11_B003522",7035
"B15_B003518",8083
"G22_B003518",7413
"C9_B003527",6168
"L14_B003527",6088
"B10_B003518",6505
"G21_B003518",6908
"I19_B003522",6038
"L15_B003518",7217
"J22_B003518",6629
"N13_B003527",6299
"O15_B003518",7072
"A19_B003518",5296
"A9_B003527",6856
"C18_B003518",6195
"F6_B003527",6490
"M14_B003518",6884
"N8_B003518",6385
"H16_B003518",7302
"O21_B003518",6317
"P14_B003518",6418
"A20_B003518",5853
"L21_B003518",6214
"N14_B003522",7877
"D16_B003518",6342
"G16_B003529",6159
"J18_B003529",5744
"B9_B003518",5884
"C13_B003527",6022
"G22_B003588",5323
"M20_B003529",6350
"J18_B003527",6045
"O16_B003518",6417
"E13_B003518",6284
"L17_B003527",7393
"E20_B003527",6366
"O18_B003527",6438
"P18_B003518",6272
"N17_B003588",6710
"O12_B003529",5706
"I14_B003518",7993
"A13_B003529",7132
"L10_B003527",7605
"L22_B003527",6765
"B16_B003527",6562
"H22_B003527",6149
"B17_B003588",6360
"K13_B003518",6546
"D15_B003527",6729
"H15_B003527",6908
"M8_B003518",7361
"E21_B003518",7038
"L18_B003527",6825
"K11_B003518",6352
"L5_B003527",6377
"M17_B003527",5720
"P13_B003518",6595
"N14_B003518",6375
"N22_B003527",6652
"M14_B003527",6571
"O21_B003527",6031
"D20_B003527",6244
"D19_B003527",5812
"N9_B003527",5932
"D8_B003527",6333
"L16_B003527",6060
"G15_B003527",5524
"I14_B003529",6705
"E8_B003518",6677
"G9_B003518",6086
"E18_B003527",6786
"K8_B003527",6188
"H9_B003522",6839
"I17_B003527",6055
"L11_B003588",6886
"M10_B003527",6155
"B10_B003522",7225
"G8_B003518",6471
"D14_B003529",6406
"D10_B003529",6522
"O12_B003518",7364
"C16_B003518",6735
"D12_B003529",6648
"I19_B003518",6777
"G20_B003518",7264
"E22_B003518",7160
"O7_B003527",6267
"D17_B003518",6022
"I17_B003518",6817
"B17_B003529",6278
"H13_B003588",6568
"H18_B003588",7057
"K14_B003522",5851
"J17_B003518",6233
"G22_B003522",7045
"H13_B003522",7147
"K12_B003588",7476
"I15_B003518",7464
"F19_B003529",6385
"J16_B003522",6777
"F10_B003529",6366
"K20_B003518",7070
"E9_B003522",6407
"F12_B003518",6983
"F12_B003527",5355
"J12_B003529",5664
"B15_B003527",5769
"P17_B003527",6178
"H10_B003527",5633
"I12_B003527",6063
"E16_B003527",6391
"F8_B003518",6231
"G11_B003588",6647
"D22_B003588",6673
"M11_B003588",6472
"I10_B003518",6472
"H18_B003518",6299
"L9_B003522",6720
"M12_B003522",6477
"A11_B003518",6345
"B18_B003527",5405
"N14_B003588",6140
"O17_B003518",6314
"G8_B003527",6081
"M16_B003529",5949
"H16_B003529",6202
"M9_B003529",6099
"A18_B003518",7869
"E11_B003518",6957
"I15_B003529",6717
"I8_B003518",6488
"K9_B003527",6839
"H11_B003529",7869
"A15_B003529",6628
"B13_B003529",7146
"N9_B003529",6087
"F19_B003518",4096
"N7_B003527",4219
"O14_B003518",4346
"O16_B003527",4247
"H21_B003518",4853
"F18_B003518",4621
"G5_B003527",3986
"B12_B003518",5079
"F19_B003522",4821
"J13_B003527",4135
"K7_B003518",3627
"A9_B003588",3500
"P17_B003588",4123
"B10_B003529",3170
"K13_B003527",2981
"C7_B003518",3557
"L9_B003527",2935
"I16_B003527",4326
"B9_B003588",3728
"E9_B003527",2848
"G9_B003588",4285
"A13_B003527",4233
"E13_B003527",3825
"L21_B003529",4008
"E9_B003529",3183
"H7_B003527",3113
"I18_B003529",3575
"O22_B003529",3259
"J13_B003522",3897
"C9_B003588",2765
"N14_B003529",3375
"H17_B003588",3267
"M21_B003529",3096
"O20_B003588",2548
"J19_B003522",3838
"K14_B003527",3045
"L21_B003527",2890
"C20_B003529",4252
"G18_B003529",4037
"C14_B003588",2963
"C8_B003527",3131
"O8_B003527",2721
"P22_B003527",3177
"A22_B003527",3500
"E12_B003588",3404
"E14_B003588",3450
"J7_B003518",4611
"M17_B003529",3387
"K12_B003527",2968
"F10_B003588",2621
"M22_B003527",2839
"L10_B003588",6643
"L22_B003588",5464
"L17_B003588",2582
"L20_B003588",3245
"L21_B003588",4520
"L23_B003588",3855
"A21_B003527",3879
"A20_B003527",4015
"J4_B003527",3222
"I22_B003527",4442
"J22_B003527",4267
"I21_B003527",4071
"O10_B003527",4394
"J16_B003527",4600
"J21_B003527",3112
"O18_B003518",3412
"E11_B003527",3562
"J1_B003527",3803
"C19_B003522",4121
"O22_B003527",3543
"P21_B003527",3275
"K19_B003588",4148
"B7_B003518",3378
"B4_B003518",3263
"E15_B003529",2835
"F20_B003529",5856
"F20_B003518",5637
"O10_B003588",5135
"E20_B003522",6514
"I21_B003518",6189
"D17_B003529",4915
"J13_B003518",4942
"P22_B003518",5973
"C10_B003518",4553
"N18_B003527",4066
"C19_B003529",3848
"N20_B003527",3683
"P12_B003518",4144
"M15_B003527",5051
"O21_B003529",4524
"E19_B003529",5835
"D16_B003527",4250
"F13_B003527",4600
"B15_B003529",4813
"J20_B003518",5201
"L16_B003518",4707
"F15_B003527",5599
"I22_B003518",5079
"I14_B003522",6234
"D12_B003527",5629
"G10_B003527",5901
"D13_B003527",5520
"N20_B003529",6022
"A22_B003518",6159
"M22_B003518",6112
"A20_B003588",5360
"N12_B003518",5185
"L22_B003518",4613
"M20_B003527",4944
"L20_B003518",5002
"F20_B003527",5720
"O12_B003588",4619
"I11_B003518",5740
"N18_B003518",6124
"I9_B003527",5237
"J9_B003518",5979
"D22_B003527",5495
"C20_B003518",5567
"D18_B003518",6188
"C11_B003527",4762
"I10_B003527",5305
"B13_B003518",6383
"J14_B003529",6187
"J8_B003518",5082
"M7_B003518",4980
"K19_B003518",5398
"L13_B003527",5004
"D17_B003527",5228
"A12_B003527",4486
"J12_B003518",4540
"K11_B003527",5481
"L10_B003518",4321
"F17_B003527",6382
"F16_B003527",6014
"M16_B003527",5832
"K21_B003518",5737
"D20_B003518",5956
"D9_B003518",5686
"M15_B003518",5788
"M14_B003529",5674
"K7_B003527",4486
"L12_B003518",5918
"E7_B003518",5257
"B7_B003527",4723
"F22_B003518",4644
"I19_B003529",6393
"B14_B003527",5713
"G21_B003588",5681
"K11_B003588",6670
"D13_B003518",5744
"F15_B003518",5624
"J10_B003527",5626
"D9_B003527",5118
"G12_B003527",4795
"H17_B003518",5435
"E14_B003527",6016
"F7_B003527",6072
"G9_B003527",5503
"N10_B003518",4856
"G18_B003518",5411
"A10_B003518",6349
"F9_B003518",5969
"A12_B003518",5885
"E17_B003527",5170
"B11_B003518",5229
"C11_B003529",5668
"H15_B003522",5845
"G19_B003518",5802
"E15_B003527",5224
"I20_B003518",6109
"G11_B003518",6583
"N17_B003518",6565
"C14_B003518",6414
"H11_B003588",6269
"G16_B003518",6043
"H15_B003518",6428
"L8_B003518",5918
"I12_B003518",5780
"B14_B003588",5188
"B16_B003522",5737
"A15_B003518",6987
"E21_B003527",6227
"G7_B003527",5064
"E19_B003518",5679
"N10_B003588",5343
"L16_B003588",6118
"L7_B003527",5465
"E21_B003529",6180
"D11_B003527",5503
"I20_B003527",5300
"D14_B003518",4695
"I19_B003527",4908
"K10_B003527",5283
"L8_B003527",5234
"I14_B003527",4745
"F22_B003527",5189
"J11_B003527",5435
"I8_B003527",5250
"P19_B003518",5301
"F21_B003527",5141
"H20_B003529",4783
"J12_B003527",4733
"L20_B003527",4706
"D14_B003527",4923
"N14_B003527",4413
"C19_B003527",4544
"G22_B003527",4596
"N22_B003518",4965
"N21_B003527",5091
"L13_B003518",4545
"O13_B003527",4631
"O9_B003527",5507
"O9_B003518",4770
"A19_B003527",4995
