"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts"
"UTP6",2.73724774981928e-31,-0.527603631568613,0.342,0.644,7.24960066539637e-27,0.363636363636364,6,0.603435399551904,10
"TNFRSF6B",2.73885148093762e-31,-2.67995189943668,0.002,0.222,7.25384814726329e-27,1,1,0.608225108225108,6
"KRT6C",2.78025274831843e-31,-1.55986511441606,0.002,0.222,7.36349940392137e-27,1,1,0.930735930735931,6
"MZT1",2.79012377169767e-31,-0.355206578305691,0.186,0.491,7.38964280934129e-27,0.489583333333333,5,0.642156862745098,10
"SSH2",2.7994684557792e-31,-0.312894267721767,0.223,0.555,7.41439220513122e-27,0.426086956521739,4,0.657712305025997,11
"POLR2D",2.80682534769144e-31,-0.385863497127144,0.264,0.576,7.43387693336079e-27,0.411764705882353,5,0.543478260869565,11
"ANKFN1",2.82258424343685e-31,-1.50974155091054,0.017,0.251,7.47561436874249e-27,1,1,0.96360153256705,5
"TMEM159",2.88616580535065e-31,-0.546118821772935,0.693,0.87,7.6440101354712e-27,0.34733893557423,6,0.530713890426121,10
"IFI16",2.90110263240396e-31,-1.38076409778221,0.388,0.619,7.68357032192188e-27,0.535,5,0.42968142968143,9
"FOSL1",2.97638218343614e-31,-2.05582739149682,0.192,0.443,7.88294821283062e-27,0.454545454545455,4,0.660152008686211,8
"VSIG2",3.15095264384783e-31,1.43973218969719,0.553,0.343,8.34529807723099e-27,0.442105263157895,5,0.796348314606742,7
"CLMP",3.15890481421238e-31,-1.60339092996967,0.054,0.307,8.3663594004415e-27,0.607142857142857,3,0.744113029827316,7
"ZFYVE27",3.17644605906941e-31,-0.272270366894636,0.151,0.452,8.41281738744534e-27,0.474358974358974,3,0.682978723404255,8
"FBXO22",3.25592205492758e-31,-0.330402306934213,0.26,0.59,8.62330956247571e-27,0.373134328358209,6,0.582857142857143,9
"ALG2",3.31369904663193e-31,-0.510676674355959,0.375,0.679,8.77633192500468e-27,0.398963730569948,4,0.613040396881644,11
"MLKL",3.3355621761606e-31,-0.594662134892939,0.099,0.371,8.83423642356136e-27,0.509803921568627,4,0.619974059662776,7
"RPL23A",3.37970847816204e-31,-0.489374820740978,0.924,0.998,8.95115790441215e-27,0.352941176470588,6,0.465508924264351,11
"LRAT",3.40194460478268e-31,1.42764605008696,0.161,0.03,9.01005028576693e-27,0.55421686746988,3,0.5,6
"NEIL2",3.49889665853573e-31,-0.668043290545423,0.241,0.539,9.26682780013187e-27,0.395161290322581,5,0.679750223015165,11
"UBL5",3.53180423118224e-31,0.679135443184999,0.897,0.98,9.35398350628617e-27,0.38961038961039,6,0.471772214040255,11
"ERGIC2",3.87627306561022e-31,-0.392202617819158,0.501,0.795,1.02663092142687e-26,0.434108527131783,5,0.557773744706594,10
"MEMO1",3.91314527729945e-31,-0.623606641388457,0.272,0.575,1.03639652669276e-26,0.407142857142857,6,0.525963149078727,11
"MARS",4.0809623498826e-31,-0.433820921202392,0.524,0.756,1.08084287836641e-26,0.396296296296296,5,0.590706556333546,11
"PEX13",4.19583026559918e-31,-0.565784920904284,0.441,0.731,1.11126564584394e-26,0.365638766519824,5,0.540843214756258,9
"MDK",4.2160398500638e-31,-0.473359899343254,0.868,0.976,1.1166181542894e-26,0.389261744966443,6,0.474358974358974,11
"GALNT3",4.38819716169774e-31,-0.663998202140182,0.544,0.76,1.16221401827565e-26,0.478571428571429,6,0.603164556962025,11
"C5orf22",4.45009949081911e-31,-0.629333296188458,0.241,0.526,1.17860885014344e-26,0.419354838709677,5,0.79029304029304,11
"ADCK2",4.57120379174118e-31,-0.683931724474874,0.247,0.54,1.21068332424265e-26,0.354330708661417,6,0.743544078361532,9
"MYOF",4.60927896613784e-31,-0.325793374089793,0.61,0.871,1.22076753418161e-26,0.35031847133758,6,0.505251520176893,9
"NTAN1",4.64652676580715e-31,-0.466657330029662,0.268,0.594,1.23063261392402e-26,0.41304347826087,4,0.645344129554656,9
"FABP6",4.6837952894655e-31,-1.11213018700318,0.06,0.318,1.24050318241494e-26,0.387096774193548,4,0.42965204236006,8
"ECEL1P2",4.77914592935402e-31,2.07154160849177,0.237,0.071,1.26575679938941e-26,0.672131147540984,3,0.925675675675676,6
"ZFP90",4.85767994219106e-31,1.41311246724244,0.338,0.133,1.2865565326893e-26,0.431034482758621,5,0.346570397111913,10
"CREBBP",4.89635482121197e-31,1.26244077294339,0.796,0.713,1.29679957439799e-26,0.38780487804878,6,0.545209176788124,10
"NIT1",4.93154158595311e-31,-0.580494191247334,0.435,0.718,1.30611878903968e-26,0.361607142857143,5,0.634718498659517,11
"ARHGAP40",4.93523559819652e-31,-0.664153723719194,0.023,0.263,1.30709714818235e-26,0.75,2,0.846435100548446,6
"ITGAM",4.96602169709913e-31,-1.91285742559746,0.012,0.238,1.31525084647671e-26,1,1,0.907070707070707,6
"HN1L",5.22417184594042e-31,-0.545850385023054,0.689,0.839,1.38362191339732e-26,0.377464788732394,6,0.549311926605505,11
"TBC1D14",5.33342232222732e-31,-0.737237046778973,0.146,0.433,1.41255690204191e-26,0.36,4,0.81,9
"LAMC1",5.47006876654696e-31,-0.497139306851319,0.402,0.683,1.44874771281996e-26,0.400966183574879,5,0.66056338028169,10
"SGSM3",5.55159447341601e-31,-1.44786900583929,0.493,0.633,1.47033979628423e-26,0.389763779527559,5,0.723954372623574,10
"MICU1",5.57993454282358e-31,-0.438043039547785,0.353,0.678,1.47784566366682e-26,0.373626373626374,4,0.598721590909091,11
"PIGS",5.64794890300046e-31,-0.48652932992526,0.429,0.714,1.49585926695967e-26,0.416289592760181,5,0.601483479433581,10
"IAH1",5.77898562514729e-31,-0.456702532842425,0.404,0.723,1.53056434282026e-26,0.399038461538462,5,0.610778443113772,10
"PLEK2",5.9940833686748e-31,-1.92849217768844,0.074,0.326,1.58753298019352e-26,0.289473684210526,5,0.679941002949852,8
"PDCD6",6.09620747836565e-31,-0.409435987017575,0.823,0.942,1.61458055064514e-26,0.403301886792453,6,0.490546755237609,11
"TEF",6.16837885036066e-31,1.92328509559649,0.235,0.067,1.63369513851802e-26,0.371900826446281,5,0.5,11
"BCR",6.4092486292298e-31,-0.557338580250759,0.346,0.6,1.69748949945151e-26,0.398876404494382,5,0.756214915797915,10
"COQ10B",6.50065722144733e-31,-0.487710419613432,0.476,0.753,1.72169906510033e-26,0.43265306122449,6,0.578913738019169,11
"LOC344967",6.57461622521524e-31,2.20423032892953,0.142,0.023,1.74128710724826e-26,0.452054794520548,4,0.4375,6
"PRAP1",6.60658838961069e-31,-2.84828112790669,0,0.217,1.74975493498839e-26,NA,0,0.634146341463415,3
"MGAT1",6.67256668431911e-31,-0.470839140847935,0.567,0.808,1.76722928634192e-26,0.376712328767123,6,0.564880952380952,11
"LOC101928100",6.76213689983771e-31,-0.839527765781504,0.083,0.351,1.79095195792202e-26,0.534883720930233,3,0.779452054794521,8
"PKD1L2",6.94045486902348e-31,-1.53448901899827,0.033,0.275,1.83817947206087e-26,0.764705882352941,3,0.891418563922942,7
"DRG1",7.24921498747617e-31,-0.432419329131538,0.464,0.752,1.91995458943306e-26,0.426778242677824,6,0.599231754161332,11
"GABRB3",7.5201083074581e-31,-2.16704322294562,0.008,0.23,1.99170068523028e-26,0.75,2,0.861635220125786,7
"PTRH1",7.73920434121261e-31,-0.42970768452758,0.289,0.641,2.04972826977016e-26,0.51006711409396,6,0.558978211870774,11
"RASEF",7.82226212826875e-31,-0.496115263469635,0.365,0.676,2.07172612467198e-26,0.404255319148936,6,0.657407407407407,10
"EXOC3L4",7.88276238153951e-31,-2.51549898989261,0,0.217,2.08774961675074e-26,NA,0,0.691111111111111,6
"SLC30A4",8.01711524855108e-31,0.336691909173616,0.113,0.404,2.12333297357875e-26,0.5,3,0.914285714285714,7
"PCYT1A",8.09370519404593e-31,-0.764804971041142,0.198,0.491,2.14361782064306e-26,0.42156862745098,5,0.472549019607843,10
"CCDC163P",8.12611909544574e-31,1.9664452382906,0.208,0.053,2.1522026424288e-26,0.579439252336449,4,0.318181818181818,7
"HS6ST2",8.34162253757668e-31,-1.18174371807635,0.111,0.382,2.20927872907718e-26,0.403508771929825,4,0.612090680100756,10
"NSDHL",8.45081595113652e-31,-0.587502180757899,0.361,0.657,2.23819860465851e-26,0.483870967741935,6,0.626647144948756,11
"RRAGA",8.49731369427084e-31,-0.517987539886609,0.458,0.792,2.25051353192763e-26,0.38135593220339,5,0.51306990881459,11
"B9D2",8.76378782488878e-31,-0.386668720068112,0.181,0.496,2.32108920542179e-26,0.440860215053763,4,0.624271844660194,10
"TNFSF15",8.90214975262838e-31,1.62242993392124,0.375,0.161,2.35773436198363e-26,0.538860103626943,4,0.323353293413174,8
"COX18",9.19003560099964e-31,-0.348057536914134,0.161,0.449,2.43398092892476e-26,0.349397590361446,4,0.766595289079229,10
"PML",9.91876955734583e-31,-0.369860445170203,0.359,0.721,2.62698611726304e-26,0.372972972972973,6,0.470627503337784,10
"PRMT1",1.01037949529032e-30,-0.535626761786352,0.526,0.805,2.6759900932764e-26,0.391143911439114,5,0.429425837320574,10
"RAD17",1.01127596399199e-30,-0.617280083580085,0.186,0.475,2.67836439063279e-26,0.427083333333333,5,0.708502024291498,9
"MIR646HG",1.02485315951051e-30,1.54002965151874,0.14,0.022,2.71432359296359e-26,0.722222222222222,5,0.521739130434783,7
"DERL1",1.02510826014914e-30,-0.43699810586075,0.513,0.783,2.71499922700501e-26,0.340909090909091,5,0.564843269821758,10
"TVP23B",1.03162068545906e-30,-0.41995260674401,0.377,0.727,2.73224738543833e-26,0.463917525773196,5,0.57313037723362,11
"SF3B6",1.05773879954535e-30,-0.44314583730078,0.755,0.974,2.80142121059586e-26,0.393316195372751,6,0.472071181413742,11
"CRKL",1.08727323981494e-30,-0.672179892446862,0.289,0.585,2.87964317564987e-26,0.355704697986577,6,0.678453947368421,10
"PHLDA1",1.12974107629043e-30,-1.80328923661655,0.177,0.444,2.99211924055522e-26,0.428571428571429,5,0.586132177681473,9
"RHNO1",1.13112730112746e-30,-0.539928211765892,0.231,0.548,2.99579065703607e-26,0.428571428571429,4,0.565026362038664,11
"ATG3",1.15415428585062e-30,-0.457989664507234,0.584,0.858,3.05677762607536e-26,0.378737541528239,6,0.503645541222658,10
"FAM189A1",1.2005341206241e-30,-1.40919255950221,0.008,0.229,3.17961461847292e-26,0.5,3,0.995798319327731,3
"C17orf62",1.23327251021186e-30,-0.344580064156369,0.456,0.764,3.2663222432961e-26,0.438297872340426,6,0.588790931989924,11
"BET1",1.25271806886609e-30,-0.522148240877943,0.483,0.762,3.31782380539185e-26,0.405622489959839,6,0.595959595959596,11
"DHRS9",1.30030622206004e-30,-1.53868306060779,0.019,0.247,3.44386102912602e-26,0.6,3,0.630350194552529,7
"XIST",1.34963981249851e-30,1.67596691555491,0.396,0.181,3.57452104340231e-26,0.53921568627451,5,0.862068965517241,5
"IFIH1",1.38111107524981e-30,-0.443614494904939,0.398,0.676,3.65787268279912e-26,0.585365853658537,5,0.62135231316726,10
"UBE2J1",1.38295198795233e-30,-0.552255811162658,0.497,0.716,3.66274834009174e-26,0.4375,5,0.638440860215054,11
"GGACT",1.40298156212522e-30,-1.06414765095471,0.045,0.296,3.71579666728866e-26,0.608695652173913,4,0.731707317073171,8
"H3F3A",1.40553511523198e-30,-0.361159590526474,0.88,0.979,3.72255975269191e-26,0.381898454746137,6,0.473218673218673,11
"ZMAT1",1.41350546865026e-30,1.7753443352989,0.299,0.108,3.7436692337202e-26,0.357142857142857,4,0.714285714285714,6
"PCCB",1.51152108153978e-30,-0.524289945842175,0.375,0.678,4.00326358445812e-26,0.409326424870466,5,0.517755681818182,10
"CTSO",1.59981412837604e-30,-0.790999431510777,0.28,0.539,4.23710771900394e-26,0.430555555555556,5,0.756467439785905,10
"MZT2A",1.60226345602097e-30,-0.54329184425756,0.577,0.9,4.24359476327153e-26,0.38047138047138,6,0.471122994652406,11
"CHMP2A",1.66680997605552e-30,-0.551833031972707,0.827,0.972,4.41454622158304e-26,0.392018779342723,6,0.474987617632491,11
"FAAP24",1.6847549833556e-30,-0.748924748012102,0.066,0.325,4.46207357341731e-26,0.470588235294118,4,0.674074074074074,9
"C1D",1.69769645896404e-30,-0.583265166952111,0.542,0.766,4.49634907156625e-26,0.372759856630824,6,0.591451917033312,10
"FAM45B",1.69959512118807e-30,-0.376260651927697,0.146,0.431,4.50137767846661e-26,0.426666666666667,4,0.706473214285714,9
"AADACL2-AS1",1.72184576698213e-30,-2.57105088790659,0.025,0.254,4.56030851385217e-26,0.692307692307692,2,0.9375,8
"TCEAL8",1.83805570624222e-30,-0.472292081649617,0.553,0.791,4.86809053798253e-26,0.371929824561403,6,0.567518248175182,11
"GORASP2",1.92425884800299e-30,-0.507060489408998,0.672,0.859,5.09639955893591e-26,0.393063583815029,6,0.535274356103024,11
"IFT57",2.01487830933395e-30,1.19783900618209,0.843,0.881,5.33640520227097e-26,0.423963133640553,5,0.513661202185792,11
"AVEN",2.04976777967005e-30,-1.15306626999364,0.083,0.347,5.42880996445613e-26,0.441860465116279,3,0.562326869806094,9
"POLB",2.10621191457518e-30,-0.397351896347443,0.433,0.745,5.57830225575236e-26,0.385650224215247,6,0.574935400516796,10
"PPP6C",2.13071572058042e-30,-0.396099712864471,0.423,0.734,5.64320058595724e-26,0.394495412844037,5,0.587540983606557,10
"ACSM3",2.21154334424132e-30,1.58960545487546,0.247,0.075,5.85727254722314e-26,0.653543307086614,4,0.423076923076923,8
"B4GALT1",2.35034829713206e-30,-0.34932867484862,0.862,0.964,6.22489746495426e-26,0.371621621621622,6,0.478542914171657,11
"NDOR1",2.39998758744772e-30,-0.290093777523094,0.19,0.491,6.35636712535528e-26,0.479591836734694,3,0.756121449559256,11
"COL8A1",2.48953715690856e-30,1.56416866148307,0.181,0.039,6.59353916007232e-26,0.505376344086022,5,0.740740740740741,6
"GNA13",2.50916295112119e-30,-0.29407242534903,0.136,0.427,6.64551807604447e-26,0.442857142857143,4,0.558060879368658,10
"FAM129A",2.54832417513771e-30,1.83722715336876,0.398,0.193,6.74923657785223e-26,0.634146341463415,5,0.433915211970075,8
"MAGEA6",2.70381269247299e-30,-3.74260749414103,0,0.213,7.16104791601472e-26,NA,0,1,1
"CSTF2T",3.05740308036665e-30,-0.580478892208139,0.186,0.477,8.09753205835108e-26,0.479166666666667,4,0.739656912209889,10
"TTYH1",3.07700218052076e-30,-1.5749466937151,0.004,0.22,8.14944027510922e-26,1,1,0.890590809628009,6
"KLK8",3.13073423739681e-30,-3.61504207331797,0.006,0.222,8.29174962774545e-26,1,1,0.67965367965368,6
"SFN",3.23525251164434e-30,-1.86432920960605,0.538,0.806,8.56856627709002e-26,0.357400722021661,5,0.397849462365591,10
"CCDC69",3.35899024872083e-30,-0.712420075972525,0.179,0.463,8.89628567373711e-26,0.673913043478261,4,0.772349272349272,9
"SSR3",3.45954835491023e-30,-0.444472476140119,0.835,0.931,9.16261381797976e-26,0.386046511627907,6,0.496897621509824,11
"DAND5",3.50074610971728e-30,2.6067773233274,0.134,0.021,9.27172607158622e-26,0.63768115942029,5,0.511627906976744,7
"TTC22",3.51770769440637e-30,-0.507502560356716,0.082,0.348,9.31664882863527e-26,0.523809523809524,4,0.767634854771784,7
"SLC7A1",3.55352865874507e-30,-0.72112428547219,0.173,0.462,9.41152065268632e-26,0.382022471910112,6,0.632950990615224,9
"PSMB3",3.58857169346743e-30,-0.420158151921421,0.849,0.98,9.50433213014848e-26,0.377574370709382,6,0.470790378006873,11
"LAS1L",3.59691015266708e-30,-0.494414937779314,0.311,0.62,9.52641653933877e-26,0.4375,4,0.635093167701863,10
"C9orf85",3.62522568897778e-30,-0.50032487484686,0.146,0.443,9.60141023725765e-26,0.413333333333333,4,0.656521739130435,9
"FAAHP1",3.6706822818615e-30,-1.2077059329965,0.012,0.235,9.72180202351019e-26,0.333333333333333,3,0.920245398773006,5
"SMIM5",3.67862939316158e-30,-0.744985397649364,0.07,0.326,9.74284994778845e-26,0.388888888888889,4,0.79646017699115,8
"DDX23",3.71125829325181e-30,-0.747152693689372,0.466,0.693,9.82926758967742e-26,0.358333333333333,6,0.653018736988203,10
"ARL6IP6",3.73159025791059e-30,-0.541410925305757,0.336,0.627,9.8831167980762e-26,0.450867052023121,6,0.669224865694551,11
"LINC01269",3.78923223966994e-30,-1.84902825065509,0.006,0.223,1.00357815867658e-25,0.333333333333333,3,0.941810344827586,5
"PRR5",3.83542846284089e-30,-0.551329279014037,0.113,0.398,1.01581322838341e-25,0.413793103448276,4,0.78743961352657,8
"PPAP2A",4.02740715059034e-30,-0.438253200709702,0.291,0.599,1.06665878383385e-25,0.433333333333333,6,0.657831325301205,10
"ZC3H6",4.03235291936863e-30,1.74568480775651,0.583,0.417,1.06796867069478e-25,0.393333333333333,6,0.728637413394919,11
"MAT2B",4.06339478208282e-30,-0.685209082842003,0.633,0.793,1.07619010803464e-25,0.414110429447853,5,0.581056466302368,11
"ZBTB14",4.20924296276417e-30,-0.785703665162345,0.138,0.403,1.11481799868809e-25,0.394366197183099,5,0.889021479713604,8
"TRIB2",4.22705648240433e-30,-1.93345908100094,0.054,0.297,1.11953590936479e-25,0.607142857142857,3,0.521880064829822,10
"HYAL2",4.24919521733697e-30,-0.618239248380562,0.388,0.672,1.1253993533117e-25,0.42,5,0.656406585540444,11
"POLR2J2",4.2665811808373e-30,-0.28493671810022,0.295,0.585,1.13000402574476e-25,0.401315789473684,4,0.738271604938272,9
"RNU2-2P",4.27298112214256e-30,1.80200042715125,0.169,0.036,1.13169905019946e-25,0.425287356321839,5,0.346666666666667,9
"CCDC173",4.64411994865471e-30,1.483749306106,0.161,0.031,1.2299951684012e-25,0.506024096385542,3,0.292307692307692,8
"CARKD",4.67103482259236e-30,-0.537021499474193,0.202,0.494,1.23712357276359e-25,0.490384615384615,4,0.684210526315789,10
"CANX",4.70248061773713e-30,-0.524091595474277,0.918,0.961,1.24545199160768e-25,0.376321353065539,6,0.481963927855711,11
"CXCL17",4.79600448074416e-30,0.765347220182568,0.907,0.793,1.27022178672509e-25,0.366167023554604,6,0.5625,11
"MLF1",4.81632837640066e-30,0.730216197771924,0.625,0.354,1.27560457048972e-25,0.425465838509317,6,0.611413043478261,10
"MYO3B",4.83275081830675e-30,-1.54372436872803,0.016,0.238,1.27995405422854e-25,0.625,4,0.866666666666667,6
"FABP3",4.83928918553706e-30,2.56919176997783,0.266,0.091,1.28168574078949e-25,0.430656934306569,5,0.721052631578947,8
"SYT17",5.02726673620341e-30,-0.792837368634302,0.309,0.563,1.33147159508347e-25,0.446540880503145,5,0.786142001710864,10
"TRIM55",5.72712033590233e-30,2.05456264099836,0.113,0.013,1.51682782096373e-25,0.913793103448276,3,0.481481481481481,5
"NEURL1",5.81866283392391e-30,-0.447193078134248,0.05,0.299,1.54107285156475e-25,0.538461538461538,3,0.911433172302738,8
"B3GALT4",5.82548260051773e-30,-0.498695560828213,0.258,0.573,1.54287906674712e-25,0.443609022556391,6,0.730252100840336,9
"LDHC",6.55912597077094e-30,1.64693233691554,0.13,0.019,1.73718451335868e-25,0.477611940298507,3,0.35,6
"TOR3A",6.8241134009889e-30,-0.328852201719126,0.468,0.753,1.80736643425191e-25,0.348547717842324,6,0.592071611253197,10
"MAPK9",6.93353463498192e-30,-0.69584754231616,0.423,0.651,1.83634664807496e-25,0.408256880733945,6,0.682692307692308,10
"C11orf96",7.02575540150174e-30,1.64216374930251,0.252,0.079,1.86077131808774e-25,0.4,3,0.48780487804878,8
"KLHL30",7.75374481256719e-30,-0.380679945507507,0.017,0.243,2.05357931360842e-25,0.444444444444444,3,0.928712871287129,7
"STK33",8.18705695713703e-30,1.13811980023286,0.194,0.047,2.16834203509774e-25,0.45,5,0.329896907216495,9
"ZNF385B",8.40018042386132e-30,1.69836869700694,0.216,0.059,2.22478778525967e-25,0.720720720720721,5,0.704918032786885,6
"ALS2CR11",8.47646736137256e-30,2.32215557869846,0.169,0.037,2.24499238065952e-25,0.517241379310345,4,0.753246753246753,5
"FCGR1B",8.73365598749911e-30,2.16166710812023,0.138,0.023,2.31310878828914e-25,0.549295774647887,5,0.361702127659574,6
"DHCR24",9.35959897865334e-30,0.96852049259437,0.856,0.773,2.47888978949634e-25,0.390022675736961,6,0.572495332918482,11
"RNF2",9.39270248998639e-30,-0.361982359707674,0.239,0.509,2.4876572544729e-25,0.349593495934959,6,0.636105860113422,10
"RAC2",9.67178674402105e-30,-0.388898356485686,0.14,0.426,2.56157271915398e-25,0.458333333333333,4,0.498305084745763,8
"C15orf52",9.85047034957704e-30,-1.3902883632956,0.085,0.335,2.60889707208548e-25,0.522727272727273,4,0.90674318507891,9
"ASAH1",9.85316902773381e-30,-0.774042082215804,0.751,0.859,2.6096118169953e-25,0.343669250645995,6,0.536954087346025,11
"CDC42EP2",9.97015627433269e-30,-1.36241296054567,0.113,0.375,2.64059588925701e-25,0.396551724137931,5,0.419230769230769,10
"ABCC3",1.01583808106555e-29,-0.559215284473013,0.2,0.498,2.69044715770211e-25,0.446601941747573,5,0.369082125603865,8
"DLG2",1.02168008195919e-29,1.44589777101876,0.128,0.019,2.7059196970689e-25,0.393939393939394,5,0.333333333333333,6
"NSG1",1.0231570789421e-29,1.95712871881142,0.198,0.051,2.70983152357816e-25,0.950980392156863,3,0.820754716981132,6
"COPS4",1.10088640684614e-29,-0.473170860472591,0.317,0.627,2.91569764853199e-25,0.404907975460123,5,0.535686876438987,10
"LARGE",1.10440654416244e-29,-0.446014769981308,0.136,0.411,2.92502073221422e-25,0.442857142857143,4,0.933333333333333,9
