"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive.pt.occupancy","naive.n.nonzero.pts","grouped_pr.pt.occupancy","grouped_pr.n.nonzero.pts","gene","sig"
"ST7-AS2",1.61912431177897e-11,-0.850676114285133,0.055,0.157,4.28825073974661e-07,0.535714285714286,7,0.54320987654321,4,"ST7-AS2","p_val_adj<0.05"
"CTSD",1.62744296817905e-11,0.545905719636618,0.981,0.969,4.31028270122222e-07,0.36643495531281,11,0.3687374749499,6,"CTSD","p_val_adj<0.05"
"MED26",1.66106212432297e-11,-1.0851897369262,0.231,0.379,4.39932303626939e-07,0.354430379746835,9,0.4,5,"MED26","p_val_adj<0.05"
"HSPBP1",1.68584155252745e-11,0.970511103171661,0.609,0.487,4.46495135186896e-07,0.4528,11,0.374501992031873,6,"HSPBP1","p_val_adj<0.05"
"GNA14",1.72903242208726e-11,0.530566840229015,0.343,0.175,4.57934236989812e-07,0.448863636363636,10,0.433333333333333,5,"GNA14","p_val_adj<0.05"
"CKAP5",1.73024532006359e-11,-0.524900786875232,0.294,0.472,4.58255473018841e-07,0.354304635761589,11,0.382716049382716,5,"CKAP5","p_val_adj<0.05"
"TMEM184A",1.7371055432518e-11,1.21147154578596,0.328,0.169,4.60072403130238e-07,0.477744807121662,8,0.64367816091954,4,"TMEM184A","p_val_adj<0.05"
"SERINC2",1.75556935063125e-11,0.695553933967201,0.807,0.707,4.64962542514688e-07,0.363088057901086,11,0.434065934065934,6,"SERINC2","p_val_adj<0.05"
"ARL6IP5",1.76753633461013e-11,0.37793754993016,0.808,0.726,4.68131998221492e-07,0.306024096385542,12,0.36096256684492,6,"ARL6IP5","p_val_adj<0.05"
"LOC100190986",1.77265261841694e-11,-0.545956981458367,0.449,0.61,4.69487045987726e-07,0.336225596529284,10,0.426751592356688,6,"LOC100190986","p_val_adj<0.05"
"CSPP1",1.79278854265115e-11,0.834435493327107,0.5,0.359,4.74820045521157e-07,0.524366471734893,11,0.345945945945946,4,"CSPP1","p_val_adj<0.05"
"LRTOMT",1.85016134393734e-11,1.43126626394388,0.442,0.315,4.90015231941806e-07,0.616740088105727,10,0.358024691358025,5,"LRTOMT","p_val_adj<0.05"
"PRRT3",1.87511376620458e-11,1.79974329419278,0.285,0.138,4.96623880979283e-07,0.617747440273038,9,0.352112676056338,4,"PRRT3","p_val_adj<0.05"
"C5orf56",1.90378518606086e-11,-0.666419379322054,0.278,0.443,5.04217506528219e-07,0.378947368421053,9,0.469298245614035,6,"C5orf56","p_val_adj<0.05"
"AURKA",1.91944246910705e-11,-0.759544582272495,0.079,0.194,5.08364337943003e-07,0.432098765432099,9,0.47,4,"AURKA","p_val_adj<0.05"
"DYSF",1.9486980268762e-11,1.61987132462051,0.119,0.017,5.16112672418162e-07,0.631147540983607,8,0.444444444444444,4,"DYSF","p_val_adj<0.05"
"CMTR2",1.9556744820324e-11,-1.00246918726158,0.103,0.229,5.17960386566281e-07,0.254716981132075,10,0.491525423728814,5,"CMTR2","p_val_adj<0.05"
"NFATC1",1.97932849046343e-11,0.677122978584084,0.218,0.082,5.2422515069924e-07,0.383928571428571,8,0.357142857142857,4,"NFATC1","p_val_adj<0.05"
"WDR26",2.01179498087585e-11,-0.463254839500417,0.45,0.616,5.32823900684968e-07,0.29004329004329,12,0.419558359621451,5,"WDR26","p_val_adj<0.05"
"BCKDHB",2.02417763587532e-11,-0.551127176765931,0.148,0.295,5.36103446861579e-07,0.309210526315789,9,0.513157894736842,5,"BCKDHB","p_val_adj<0.05"
"PDK2",2.03144458045994e-11,-0.695123313291783,0.388,0.55,5.38028097134814e-07,0.326633165829146,12,0.420494699646643,5,"PDK2","p_val_adj<0.05"
"ZBED5",2.05198445589171e-11,-0.476015130520755,0.369,0.544,5.43468083142919e-07,0.324538258575198,10,0.410714285714286,5,"ZBED5","p_val_adj<0.05"
"LY6G5C",2.06288016298858e-11,0.888195539371188,0.232,0.093,5.46353811167526e-07,0.521008403361345,7,0.416666666666667,5,"LY6G5C","p_val_adj<0.05"
"MRPS15",2.08489296680682e-11,-0.313648511053367,0.616,0.75,5.52183902258786e-07,0.363349131121643,12,0.398963730569948,6,"MRPS15","p_val_adj<0.05"
"LOC728175",2.08914475233047e-11,0.839099440691823,0.154,0.037,5.53309987654724e-07,0.753164556962025,9,0.473684210526316,4,"LOC728175","p_val_adj<0.05"
"GPR68",2.10586550454256e-11,-1.15132374875169,0.069,0.179,5.57738478878097e-07,0.380281690140845,9,0.66304347826087,4,"GPR68","p_val_adj<0.05"
"HES1",2.10701110332407e-11,0.747828261510989,0.81,0.73,5.58041890715379e-07,0.381009615384615,11,0.388297872340426,6,"HES1","p_val_adj<0.05"
"SHISA5",2.12145002672955e-11,0.571730212641351,0.743,0.639,5.6186603957932e-07,0.352555701179554,11,0.395136778115502,6,"SHISA5","p_val_adj<0.05"
"GBAP1",2.15637220266843e-11,-1.53316182965203,0.048,0.144,5.71115177876735e-07,0.346938775510204,7,0.459459459459459,4,"GBAP1","p_val_adj<0.05"
"GLO1",2.16548139860433e-11,-0.442884679834437,0.663,0.781,5.73527748420356e-07,0.311306901615272,12,0.370646766169154,5,"GLO1","p_val_adj<0.05"
"DAGLB",2.18421489085718e-11,-0.56902630798801,0.372,0.526,5.78489313843523e-07,0.429319371727749,10,0.416974169741697,6,"DAGLB","p_val_adj<0.05"
"CNIH1",2.21510328575739e-11,0.685314277773846,0.597,0.46,5.86670105232844e-07,0.375203915171289,11,0.392405063291139,5,"CNIH1","p_val_adj<0.05"
"THUMPD3-AS1",2.22369812763624e-11,-0.888060871536909,0.586,0.666,5.88946449104458e-07,0.312292358803987,10,0.457725947521866,5,"THUMPD3-AS1","p_val_adj<0.05"
"TMEM219",2.25342188823129e-11,-0.397062043721304,0.78,0.878,5.96818787098057e-07,0.344569288389513,11,0.353982300884956,6,"TMEM219","p_val_adj<0.05"
"ATXN10",2.2799550860666e-11,0.52926346277916,0.714,0.581,6.03846104544739e-07,0.328785811732606,11,0.404682274247492,5,"ATXN10","p_val_adj<0.05"
"ARHGAP27",2.28292516978384e-11,1.1906250041568,0.372,0.21,6.04632731217251e-07,0.455497382198953,11,0.490740740740741,4,"ARHGAP27","p_val_adj<0.05"
"COL4A2",2.28495179572312e-11,-1.44103718838156,0.051,0.148,6.05169483097269e-07,0.269230769230769,9,0.355263157894737,4,"COL4A2","p_val_adj<0.05"
"C3orf67",2.30021517945561e-11,1.43079149185498,0.131,0.025,6.09211990278819e-07,0.688888888888889,8,0.461538461538462,4,"C3orf67","p_val_adj<0.05"
"LRP6",2.40617365094537e-11,-0.628857311837765,0.385,0.55,6.37275091452882e-07,0.417721518987342,11,0.416961130742049,5,"LRP6","p_val_adj<0.05"
"MRPS6",2.44130603614653e-11,-0.418988439399387,0.626,0.736,6.46579903673408e-07,0.315707620528771,11,0.369393139841689,6,"MRPS6","p_val_adj<0.05"
"C6orf52",2.44672994077269e-11,1.27332284977274,0.205,0.076,6.48016424813646e-07,0.829383886255924,9,0.564102564102564,4,"C6orf52","p_val_adj<0.05"
"XRCC6BP1",2.47383597628726e-11,1.29480271476085,0.351,0.206,6.55195458319681e-07,0.730555555555556,10,0.377358490566038,5,"XRCC6BP1","p_val_adj<0.05"
"GBP3",2.47932849694834e-11,0.561205179753206,0.409,0.241,6.56650152416769e-07,0.55,10,0.669354838709677,5,"GBP3","p_val_adj<0.05"
"CAPN1",2.48619644118566e-11,0.905346867132343,0.722,0.654,6.58469127448021e-07,0.31266846361186,11,0.370919881305638,6,"CAPN1","p_val_adj<0.05"
"SSBP2",2.48950467261083e-11,0.851631058840659,0.324,0.169,6.59345312540978e-07,0.48048048048048,10,0.505747126436782,5,"SSBP2","p_val_adj<0.05"
"SSB",2.52756635935622e-11,0.518577750858553,0.835,0.808,6.69425950275494e-07,0.334498834498834,11,0.377403846153846,6,"SSB","p_val_adj<0.05"
"RBBP9",2.53476520367808e-11,-0.646335287480609,0.11,0.239,6.7133256419414e-07,0.31858407079646,9,0.544715447154472,4,"RBBP9","p_val_adj<0.05"
"EPDR1",2.55377635622496e-11,0.419680566141262,0.387,0.206,6.76367667946181e-07,0.420654911838791,9,0.660377358490566,5,"EPDR1","p_val_adj<0.05"
"EMC3",2.55470359118288e-11,0.441147902819516,0.712,0.581,6.76613246124786e-07,0.33515731874145,11,0.421404682274247,5,"EMC3","p_val_adj<0.05"
"EIF4E3",2.61950334322303e-11,0.926135230401407,0.288,0.14,6.93775460452619e-07,0.307432432432432,8,0.458333333333333,4,"EIF4E3","p_val_adj<0.05"
"SCAMP1",2.62715321014744e-11,0.560136145057623,0.428,0.25,6.9580152770755e-07,0.327272727272727,10,0.465116279069767,4,"SCAMP1","p_val_adj<0.05"
"PIGT",2.71035675227726e-11,0.469199145137583,0.77,0.682,7.17837985840632e-07,0.34134007585335,11,0.393162393162393,6,"PIGT","p_val_adj<0.05"
"FMO5",2.7590351634523e-11,0.435777533864848,0.454,0.282,7.30730463040343e-07,0.448497854077253,9,0.696551724137931,5,"FMO5","p_val_adj<0.05"
"DYNLL1",2.76360412241942e-11,1.10324368654304,0.897,0.901,7.31940551822783e-07,0.318132464712269,12,0.390086206896552,6,"DYNLL1","p_val_adj<0.05"
"BATF",2.79528608288533e-11,1.02152877841281,0.308,0.157,7.40331519052179e-07,0.604430379746835,8,0.333333333333333,5,"BATF","p_val_adj<0.05"
"CIART",2.80772575094703e-11,-1.08268115167628,0.103,0.227,7.43626165138321e-07,0.367924528301887,7,0.641025641025641,5,"CIART","p_val_adj<0.05"
"MRPL2",2.84483030326803e-11,-0.573273455670893,0.358,0.53,7.53453305820537e-07,0.315217391304348,11,0.428571428571429,5,"MRPL2","p_val_adj<0.05"
"ANKRD13D",2.89353562743628e-11,0.600219364423719,0.318,0.159,7.66352910926498e-07,0.428134556574924,10,0.451219512195122,4,"ANKRD13D","p_val_adj<0.05"
"PIM1",2.91751603413209e-11,0.698054601440417,0.225,0.089,7.72704121639884e-07,0.411255411255411,9,0.326086956521739,5,"PIM1","p_val_adj<0.05"
"THEM4",2.96850107194941e-11,-0.66823942518751,0.299,0.452,7.86207508905802e-07,0.306188925081433,8,0.399141630901288,6,"THEM4","p_val_adj<0.05"
"LOC100505984",3.0157302184363e-11,-1.4295400038946,0.111,0.231,7.98716148352853e-07,0.56140350877193,8,0.436974789915966,5,"LOC100505984","p_val_adj<0.05"
"TBC1D15",3.07118439080749e-11,-0.753837619881631,0.255,0.41,8.13403185905364e-07,0.347328244274809,9,0.374407582938389,6,"TBC1D15","p_val_adj<0.05"
"SNTB1",3.07217180873349e-11,-0.625953917027406,0.237,0.392,8.13664703543065e-07,0.407407407407407,10,0.465346534653465,4,"SNTB1","p_val_adj<0.05"
"SPATA24",3.07385157846104e-11,0.304707872743769,0.228,0.093,8.14109590555407e-07,0.658119658119658,9,0.520833333333333,4,"SPATA24","p_val_adj<0.05"
"ADGRV1",3.10808025944106e-11,-0.748873294189381,0.247,0.402,8.23175056712964e-07,0.448818897637795,9,0.492753623188406,6,"ADGRV1","p_val_adj<0.05"
"C16orf71",3.12070589400988e-11,1.1018736636494,0.26,0.118,8.26518956028517e-07,0.842696629213483,10,0.377049180327869,4,"C16orf71","p_val_adj<0.05"
"LOC389641",3.16386936396499e-11,1.41191601817151,0.214,0.083,8.37950801046127e-07,0.436363636363636,9,0.372093023255814,4,"LOC389641","p_val_adj<0.05"
"STEAP3",3.21170989332609e-11,0.616802476976051,0.598,0.437,8.50621365247415e-07,0.403908794788274,11,0.493333333333333,5,"STEAP3","p_val_adj<0.05"
"MON1B",3.22099225214306e-11,-0.937401807919185,0.176,0.318,8.53079797980091e-07,0.287292817679558,10,0.481707317073171,4,"MON1B","p_val_adj<0.05"
"TMEM159",3.30361895932588e-11,-0.591405749092329,0.568,0.693,8.7496348137746e-07,0.37221269296741,12,0.34733893557423,6,"TMEM159","p_val_adj<0.05"
"DYNC1LI2",3.37129721215105e-11,-0.386095974334686,0.69,0.831,8.92888066638205e-07,0.328631875881523,11,0.369158878504673,6,"DYNC1LI2","p_val_adj<0.05"
"ZNF322",3.47941451838911e-11,-0.464985995279903,0.196,0.351,9.21522935195355e-07,0.338308457711443,9,0.480662983425414,5,"ZNF322","p_val_adj<0.05"
"ATP6V1G1",3.63032957038651e-11,0.46505153983223,0.819,0.779,9.61492786716868e-07,0.342449464922711,12,0.399002493765586,6,"ATP6V1G1","p_val_adj<0.05"
"DHRS1",3.64444561587289e-11,-0.754005567454622,0.36,0.517,9.65231421363934e-07,0.305405405405405,10,0.413533834586466,5,"DHRS1","p_val_adj<0.05"
"MID1",3.66792977253221e-11,0.680234794867754,0.423,0.256,9.71451200255155e-07,0.3963133640553,11,0.363636363636364,5,"MID1","p_val_adj<0.05"
"STK32A",3.74826935376078e-11,0.836682030213508,0.278,0.13,9.92729138343542e-07,0.531468531468531,7,0.462686567164179,4,"STK32A","p_val_adj<0.05"
"PKIB",3.81347130571653e-11,0.505131264834049,0.237,0.095,1.00999787531902e-06,0.790123456790123,10,0.326530612244898,4,"PKIB","p_val_adj<0.05"
"GTF2IP20",3.84835216785551e-11,-0.673696331470129,0.216,0.361,1.01923607165653e-06,0.333333333333333,9,0.467741935483871,6,"GTF2IP20","p_val_adj<0.05"
"HIST1H1D",3.90795399879917e-11,0.802567207913787,0.105,0.012,1.03502161658196e-06,0.712962962962963,7,0.333333333333333,5,"HIST1H1D","p_val_adj<0.05"
"HSP90B1",3.92647831156971e-11,0.371991774976798,0.975,0.965,1.03992778081924e-06,0.362637362637363,11,0.374245472837022,6,"HSP90B1","p_val_adj<0.05"
"AMBRA1",3.99804959378438e-11,-0.890966549392027,0.167,0.311,1.05888343491379e-06,0.302325581395349,10,0.39375,5,"AMBRA1","p_val_adj<0.05"
"KIF13B",4.02850954926922e-11,0.922904655009961,0.423,0.262,1.06695075412395e-06,0.368663594470046,8,0.348148148148148,5,"KIF13B","p_val_adj<0.05"
"ARMCX1",4.03338982652512e-11,-0.594372692858502,0.058,0.161,1.06824329555518e-06,0.366666666666667,7,0.518072289156627,4,"ARMCX1","p_val_adj<0.05"
"KDM4A",4.04401690286292e-11,-0.593894464469538,0.281,0.445,1.07105787672324e-06,0.387543252595156,8,0.419213973799127,6,"KDM4A","p_val_adj<0.05"
"GAB2",4.04725837398757e-11,-1.42938083118992,0.113,0.241,1.07191638035061e-06,0.46551724137931,8,0.395161290322581,5,"GAB2","p_val_adj<0.05"
"ZNF318",4.10736104499726e-11,-0.592760641973983,0.172,0.32,1.08783457276752e-06,0.338983050847458,11,0.406060606060606,5,"ZNF318","p_val_adj<0.05"
"LRRC58",4.25579072120892e-11,-0.62624474476654,0.47,0.602,1.12714617251218e-06,0.298136645962733,8,0.348387096774194,6,"LRRC58","p_val_adj<0.05"
"ZNF473",4.29773072805132e-11,1.32564130430391,0.252,0.118,1.13825398332439e-06,0.702702702702703,9,0.426229508196721,5,"ZNF473","p_val_adj<0.05"
"CDK11B",4.32231218593414e-11,-0.620924343066372,0.449,0.594,1.14476438244466e-06,0.308026030368764,10,0.401960784313726,6,"CDK11B","p_val_adj<0.05"
"TUBGCP2",4.40770923636358e-11,0.731529309832239,0.588,0.449,1.16738179125089e-06,0.425496688741722,11,0.424242424242424,5,"TUBGCP2","p_val_adj<0.05"
"ARHGEF10L",4.41891464666442e-11,-0.931151542147282,0.201,0.346,1.17034954416907e-06,0.378640776699029,8,0.443820224719101,6,"ARHGEF10L","p_val_adj<0.05"
"LONP2",4.49507698401658e-11,-0.356725170995588,0.532,0.703,1.19052113921679e-06,0.294871794871795,11,0.403314917127072,5,"LONP2","p_val_adj<0.05"
"TUBA4A",4.54222219159472e-11,-0.834271201429254,0.631,0.687,1.20300754744386e-06,0.308641975308642,11,0.497175141242938,5,"TUBA4A","p_val_adj<0.05"
"CCND3",4.54682889292046e-11,-0.457540166681738,0.591,0.734,1.20422763228999e-06,0.331136738056013,11,0.444444444444444,5,"CCND3","p_val_adj<0.05"
"HNRNPA1",4.5688705323296e-11,0.372461514495676,0.933,0.911,1.2100653604875e-06,0.352818371607516,12,0.377398720682303,6,"HNRNPA1","p_val_adj<0.05"
"RP9",4.58488664325349e-11,-0.478081912314516,0.343,0.501,1.21430722746569e-06,0.536931818181818,11,0.406976744186047,5,"RP9","p_val_adj<0.05"
"CABP4",4.64045950676315e-11,-1.11486579448145,0.061,0.161,1.22902570036622e-06,0.428571428571429,8,0.493975903614458,5,"CABP4","p_val_adj<0.05"
"TNFSF15",4.66894389228592e-11,-0.507526071587119,0.215,0.375,1.23656978987193e-06,0.642533936651584,7,0.538860103626943,4,"TNFSF15","p_val_adj<0.05"
"UQCRC2",4.67286972899945e-11,-0.507275582609161,0.611,0.726,1.2376095477255e-06,0.32484076433121,11,0.39572192513369,5,"UQCRC2","p_val_adj<0.05"
"PALB2",4.73209947001794e-11,-0.879675042516842,0.091,0.21,1.25329654463425e-06,0.387096774193548,9,0.407407407407407,5,"PALB2","p_val_adj<0.05"
"NUDT16",4.86351992069844e-11,-0.581911400999305,0.341,0.513,1.28810325099698e-06,0.308571428571429,10,0.458333333333333,5,"NUDT16","p_val_adj<0.05"
"ABHD6",4.89492324589391e-11,0.912230706368342,0.215,0.083,1.296420421675e-06,0.723981900452489,9,0.534883720930233,4,"ABHD6","p_val_adj<0.05"
"COX4I1",4.94917871804192e-11,-0.359138561434396,0.939,0.955,1.3107899834734e-06,0.336099585062241,12,0.376016260162602,6,"COX4I1","p_val_adj<0.05"
"NUCB2",5.0160403786288e-11,0.738406774429098,0.786,0.705,1.32849829427984e-06,0.358116480793061,12,0.429752066115702,6,"NUCB2","p_val_adj<0.05"
"CERK",5.08102927613489e-11,-0.495247610498444,0.208,0.363,1.34571060378433e-06,0.490654205607477,9,0.545454545454545,5,"CERK","p_val_adj<0.05"
"ALS2CL",5.11382873482823e-11,-1.16594835193392,0.185,0.326,1.35439754041926e-06,0.3,9,0.386904761904762,5,"ALS2CL","p_val_adj<0.05"
"NME7",5.12517638759608e-11,1.00325039580818,0.459,0.313,1.35740296625482e-06,0.520169851380042,11,0.397515527950311,4,"NME7","p_val_adj<0.05"
"ADNP",5.24942625942851e-11,-0.473757959981205,0.644,0.814,1.39031054480964e-06,0.3267776096823,12,0.374701670644391,6,"ADNP","p_val_adj<0.05"
"LOC374443",5.25176056288976e-11,1.47437233890348,0.281,0.138,1.39092878508135e-06,0.619377162629758,8,0.380281690140845,6,"LOC374443","p_val_adj<0.05"
"DHX38",5.37404998699261e-11,-0.564134575373442,0.25,0.412,1.42331713905499e-06,0.287937743190661,9,0.415094339622642,6,"DHX38","p_val_adj<0.05"
"RYR3",5.37762424896567e-11,1.92355708346262,0.143,0.035,1.42426378233856e-06,0.707482993197279,7,0.611111111111111,4,"RYR3","p_val_adj<0.05"
"STOML2",5.38169636165492e-11,0.574055111728443,0.646,0.522,1.4253422813843e-06,0.357466063348416,12,0.37546468401487,5,"STOML2","p_val_adj<0.05"
"MIR221",5.38583827742457e-11,0.998711070360352,0.199,0.07,1.4264392677759e-06,0.593137254901961,8,0.611111111111111,4,"MIR221","p_val_adj<0.05"
"BSCL2",5.4136895501258e-11,0.641785763284302,0.666,0.55,1.43381567735082e-06,0.400584795321637,11,0.424028268551237,6,"BSCL2","p_val_adj<0.05"
"SMKR1",5.46086142219128e-11,1.39643187260257,0.177,0.058,1.44630914766736e-06,0.818681318681319,8,0.333333333333333,5,"SMKR1","p_val_adj<0.05"
"OSBPL3",5.50400253688802e-11,0.582360495520259,0.519,0.351,1.45773507189479e-06,0.467166979362101,10,0.513812154696133,6,"OSBPL3","p_val_adj<0.05"
"WWC3",5.65188469636737e-11,-0.618174550305036,0.358,0.52,1.4969016618329e-06,0.383152173913043,11,0.421641791044776,5,"WWC3","p_val_adj<0.05"
"NDUFA9",5.66821301120714e-11,0.661161799091444,0.63,0.509,1.50122621601821e-06,0.352395672333849,10,0.362595419847328,6,"NDUFA9","p_val_adj<0.05"
"ZNF91",5.69211233065632e-11,-0.523377404150329,0.345,0.505,1.50755595077433e-06,0.355932203389831,10,0.5,5,"ZNF91","p_val_adj<0.05"
"ARSD",5.85707710358421e-11,0.391495923258885,0.793,0.687,1.55124687088428e-06,0.4004914004914,11,0.435028248587571,6,"ARSD","p_val_adj<0.05"
"ARL2BP",5.89253544668125e-11,-0.595558817609554,0.472,0.623,1.56063801305353e-06,0.350515463917526,11,0.392523364485981,5,"ARL2BP","p_val_adj<0.05"
"RSPH3",6.0239807653363e-11,1.12286662608322,0.371,0.217,1.59545130569932e-06,0.585301837270341,9,0.4375,4,"RSPH3","p_val_adj<0.05"
"TRAP1",6.17512341586614e-11,-0.700214761977696,0.429,0.584,1.63548143669215e-06,0.346938775510204,11,0.428571428571429,5,"TRAP1","p_val_adj<0.05"
"SLC25A1",6.23201099402557e-11,0.554984310582351,0.642,0.509,1.65054811176767e-06,0.311077389984825,12,0.431297709923664,5,"SLC25A1","p_val_adj<0.05"
"CDK20",6.35817946918326e-11,0.731220398808996,0.203,0.074,1.68396383241319e-06,0.735576923076923,8,0.421052631578947,4,"CDK20","p_val_adj<0.05"
"PBDC1",6.36375404535508e-11,0.539115954599347,0.544,0.384,1.68544025891229e-06,0.35778175313059,12,0.363636363636364,6,"PBDC1","p_val_adj<0.05"
"GEMIN4",6.42146556202009e-11,-1.43997737597407,0.119,0.245,1.70072515410102e-06,0.336065573770492,9,0.555555555555556,4,"GEMIN4","p_val_adj<0.05"
"NSA2",6.42241585643749e-11,0.415289130269313,0.749,0.575,1.70097683957747e-06,0.34850455136541,12,0.412162162162162,5,"NSA2","p_val_adj<0.05"
"SNHG18",6.49844517203653e-11,0.56366873545458,0.415,0.237,1.72111320381387e-06,0.610328638497653,10,0.532786885245902,4,"SNHG18","p_val_adj<0.05"
"RB1CC1",6.50989228969628e-11,-0.72055134466562,0.61,0.734,1.72414497292606e-06,0.386581469648562,11,0.343915343915344,6,"RB1CC1","p_val_adj<0.05"
"TFAP2C",6.53680259774478e-11,-0.586664185297469,0.611,0.734,1.73127216801271e-06,0.334394904458599,11,0.35978835978836,6,"TFAP2C","p_val_adj<0.05"
"NBN",6.63805170685455e-11,-0.542847637677613,0.359,0.528,1.75808799456043e-06,0.360433604336043,11,0.4375,6,"NBN","p_val_adj<0.05"
"MAP3K5",6.82183234402554e-11,1.34795886167982,0.305,0.161,1.80676229631516e-06,0.597444089456869,8,0.373493975903614,5,"MAP3K5","p_val_adj<0.05"
"CREBRF",6.89637495171826e-11,-0.634540058827732,0.316,0.482,1.82650490596258e-06,0.36,9,0.443548387096774,5,"CREBRF","p_val_adj<0.05"
"ECHDC2",6.91131433184005e-11,-0.450925011769156,0.532,0.678,1.83046160078784e-06,0.32967032967033,11,0.461318051575931,6,"ECHDC2","p_val_adj<0.05"
"PCSK1N",7.01153108402067e-11,1.48919792819684,0.411,0.287,1.85700400760287e-06,0.687203791469194,9,0.662162162162162,6,"PCSK1N","p_val_adj<0.05"
"FOSB",7.03379205251098e-11,-0.468524636495929,0.806,0.961,1.86289982510753e-06,0.339371980676329,11,0.36969696969697,6,"FOSB","p_val_adj<0.05"
"FRG1CP",7.11702778216958e-11,-0.827507208161386,0.115,0.243,1.88494480810761e-06,0.584745762711864,8,0.472,5,"FRG1CP","p_val_adj<0.05"
"NEDD8",7.12395364653086e-11,-0.447416946896062,0.895,0.876,1.8867791232837e-06,0.325353645266594,12,0.381374722838137,5,"NEDD8","p_val_adj<0.05"
"DHX15",7.28727537934887e-11,-0.261804852789774,0.476,0.656,1.93003488422055e-06,0.331288343558282,11,0.363905325443787,6,"DHX15","p_val_adj<0.05"
"TOMM20",7.41816015903923e-11,-0.437264141058423,0.733,0.816,1.96469971812154e-06,0.329349269588313,11,0.385714285714286,5,"TOMM20","p_val_adj<0.05"
"DCTPP1",7.45556760130751e-11,-0.5927987785805,0.385,0.54,1.97460707920629e-06,0.440506329113924,12,0.388489208633094,6,"DCTPP1","p_val_adj<0.05"
"TMA7",7.63568912795926e-11,0.388762087410656,0.93,0.876,2.02231226554001e-06,0.340314136125654,12,0.383592017738359,6,"TMA7","p_val_adj<0.05"
"CFL2",7.72309722859837e-11,-0.515100940495071,0.237,0.39,2.04546230099428e-06,0.407407407407407,8,0.373134328358209,5,"CFL2","p_val_adj<0.05"
"RALY",7.75181339736475e-11,-0.299151666838338,0.815,0.887,2.05306777829205e-06,0.369175627240143,11,0.389496717724289,6,"RALY","p_val_adj<0.05"
