"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts","gene","sig"
"DSG3",4.77081161614237e-36,-0.410626714386621,0.031,0.273,1.26354945653531e-31,0.388888888888889,4,0.968695652173913,7,"DSG3","p_val_adj<0.05"
"CDH3",1.79862801027082e-29,-0.411191854121188,0.414,0.663,4.76366628520226e-25,0.472573839662447,7,0.399571122230164,11,"CDH3","p_val_adj<0.05"
"PCDH7",3.39606494875527e-79,-0.411442547805994,0.159,0.626,8.99447801677833e-75,0.318681318681319,8,0.678030303030303,9,"PCDH7","p_val_adj<0.05"
"RARS",5.1002976936703e-46,-0.411450412773341,0.61,0.801,1.35081384416858e-41,0.346704871060172,9,0.559171597633136,11,"RARS","p_val_adj<0.05"
"F11R",4.6312427469793e-40,-0.411619400960148,0.914,0.951,1.22658464153747e-35,0.347992351816444,10,0.477567298105683,10,"F11R","p_val_adj<0.05"
"ITGB8",3.55860003091792e-95,-0.41164748612475,0.24,0.78,9.4249521818861e-91,0.284671532846715,8,0.54678007290401,10,"ITGB8","p_val_adj<0.05"
"CASP7",3.11957565886505e-75,-0.411709718074081,0.208,0.639,8.26219613250409e-71,0.352941176470588,8,0.665430267062315,9,"CASP7","p_val_adj<0.05"
"PARP9",7.99190255325453e-54,-0.412772244383405,0.624,0.901,2.11665539122946e-49,0.470588235294118,9,0.495263157894737,10,"PARP9","p_val_adj<0.05"
"TNFRSF21",5.0830727562133e-118,-0.412833973380879,0.241,0.825,1.34625181948309e-113,0.289855072463768,6,0.54169062679701,11,"TNFRSF21","p_val_adj<0.05"
"TM4SF1",1.33269011777663e-23,-0.41294380191185,0.785,0.908,3.5296297769314e-19,0.342984409799555,10,0.458768267223382,10,"TM4SF1","p_val_adj<0.05"
"GIT2",2.04027803138038e-69,-0.413012458205847,0.336,0.713,5.40367636611094e-65,0.4375,8,0.630073186959414,10,"GIT2","p_val_adj<0.05"
"BLVRB",1.60044033342517e-49,-0.413412808216233,0.864,0.952,4.23876622307657e-45,0.354251012145749,9,0.476831091180867,11,"BLVRB","p_val_adj<0.05"
"TNS4",9.60981169969365e-38,-0.413698199954128,0.024,0.276,2.54515862866386e-33,0.428571428571429,5,0.874570446735395,8,"TNS4","p_val_adj<0.05"
"DHRS3",4.44061572034282e-26,-0.414756503992957,0.855,0.911,1.1760970735328e-21,0.34560327198364,10,0.497657470067673,11,"DHRS3","p_val_adj<0.05"
"PPP1R14C",6.75556802880039e-60,-0.414984337441433,0.147,0.532,1.78921219242778e-55,0.30952380952381,8,0.824577025823687,9,"PPP1R14C","p_val_adj<0.05"
"PSMB7",1.4903491554342e-58,-0.415543426288133,0.638,0.938,3.94718973816747e-54,0.364383561643836,10,0.480545730166751,11,"PSMB7","p_val_adj<0.05"
"YBX3",2.03462266394613e-70,-0.415556170488401,0.703,0.945,5.38869812546132e-66,0.368159203980099,10,0.478915662650602,11,"YBX3","p_val_adj<0.05"
"NMU",1.05938119699468e-85,-0.416761382160916,0.019,0.485,2.80577110024042e-81,0.454545454545455,3,0.704500978473581,8,"NMU","p_val_adj<0.05"
"RFWD2",2.56859522396735e-36,-0.417263644072197,0.402,0.634,6.80292445067752e-32,0.326086956521739,6,0.698804185351271,10,"RFWD2","p_val_adj<0.05"
"C10orf54",8.66954279503863e-80,-0.417858006634734,0.227,0.703,2.29612840926598e-75,0.392307692307692,8,0.559379217273954,9,"C10orf54","p_val_adj<0.05"
"TSPAN6",5.73055153953002e-29,-0.418080122569615,0.579,0.804,1.51773657524453e-24,0.347432024169184,9,0.554245283018868,11,"TSPAN6","p_val_adj<0.05"
"RAB1A",7.50542964204507e-57,-0.418240473147833,0.839,0.954,1.98781304069564e-52,0.345833333333333,10,0.475882645450025,11,"RAB1A","p_val_adj<0.05"
"TMEM123",8.8771407693728e-68,-0.418419795941458,0.633,0.923,2.35111073276839e-63,0.411602209944751,9,0.490750256937307,10,"TMEM123","p_val_adj<0.05"
"OSTF1",3.14901740348759e-85,-0.418423438643554,0.381,0.802,8.34017259313688e-81,0.353211009174312,7,0.556146572104019,10,"OSTF1","p_val_adj<0.05"
"SYTL2",5.7446937182758e-51,-0.418428036725763,0.245,0.578,1.52148213128535e-46,0.371428571428571,8,0.776683087027915,8,"SYTL2","p_val_adj<0.05"
"PTTG1",0.000250605620629936,-0.419232659801424,0.25,0.304,1,0.34965034965035,7,0.61993769470405,11,"PTTG1","NS"
"ATRAID",5.19968515751115e-21,-0.420325660655587,0.834,0.917,1.37713661396683e-16,0.339622641509434,10,0.494312306101344,11,"ATRAID","p_val_adj<0.05"
"PVRL4",1.94044325897684e-48,-0.420816503276045,0.435,0.723,5.13926397140016e-44,0.36144578313253,7,0.625573770491803,10,"PVRL4","p_val_adj<0.05"
"RNF149",1.20665077516443e-72,-0.420932694494587,0.605,0.906,3.19581457802301e-68,0.352601156069364,9,0.497905759162304,11,"RNF149","p_val_adj<0.05"
"SLC35C1",1.99228037095635e-45,-0.421701346973092,0.348,0.62,5.27655456247788e-41,0.361809045226131,8,0.723241590214067,9,"SLC35C1","p_val_adj<0.05"
"KCMF1",8.95160442948688e-82,-0.422277016586554,0.414,0.844,2.3708324331496e-77,0.367088607594937,8,0.512359550561798,11,"KCMF1","p_val_adj<0.05"
"GBP3",1.27545179189291e-77,-0.422490150750749,0.243,0.688,3.37803407082837e-73,0.618705035971223,8,0.645316804407714,11,"GBP3","p_val_adj<0.05"
"HADHA",4.10652793752644e-50,-0.422965357082582,0.708,0.897,1.08761392425388e-45,0.328395061728395,9,0.503437334743522,11,"HADHA","p_val_adj<0.05"
"ARNTL2",5.03329081730993e-121,-0.423463061090423,0.135,0.721,1.33306707296454e-116,0.337662337662338,6,0.575936883629191,8,"ARNTL2","p_val_adj<0.05"
"C4orf3",2.30404023300549e-83,-0.424349109964087,0.712,0.962,6.10225055711503e-79,0.363636363636364,9,0.472153770330212,11,"C4orf3","p_val_adj<0.05"
"KARS",2.10241543621877e-60,-0.42504897563834,0.654,0.893,5.56824728282541e-56,0.377005347593583,9,0.50583864118896,11,"KARS","p_val_adj<0.05"
"INPP4B",8.66049042942519e-135,-0.425249888687072,0.065,0.701,2.29373089023326e-130,0.702702702702703,3,0.556156968876861,10,"INPP4B","p_val_adj<0.05"
"ANXA7",1.35738238975824e-48,-0.426173587312639,0.752,0.907,3.5950272592747e-44,0.346511627906977,10,0.498693152117094,11,"ANXA7","p_val_adj<0.05"
"IKBKE",6.38114621847589e-83,-0.426275061033059,0.091,0.549,1.69004657596334e-78,0.326923076923077,6,0.765112262521589,7,"IKBKE","p_val_adj<0.05"
"PYGL",6.53749715392604e-75,-0.426650543254999,0.226,0.654,1.73145612121731e-70,0.449612403100775,8,0.638143582306019,9,"PYGL","p_val_adj<0.05"
"SET",4.6127027956483e-77,-0.427383897549494,0.913,0.997,1.22167433542745e-72,0.354406130268199,10,0.455539705183072,11,"SET","p_val_adj<0.05"
"EFHD2",3.39452431581781e-76,-0.427577867077007,0.561,0.906,8.99039765044347e-72,0.411214953271028,7,0.499476439790576,11,"EFHD2","p_val_adj<0.05"
"TMED10",4.20200273523005e-53,-0.427705403457187,0.825,0.939,1.11290042442568e-48,0.341101694915254,8,0.482323232323232,11,"TMED10","p_val_adj<0.05"
"AGFG1",5.89260080195483e-90,-0.427823206116321,0.404,0.819,1.56065532239774e-85,0.432900432900433,8,0.55008685581934,10,"AGFG1","p_val_adj<0.05"
"PVRL2",7.37033055758076e-67,-0.427924914681669,0.65,0.916,1.95203204817526e-62,0.344086021505376,10,0.493271221532091,11,"PVRL2","p_val_adj<0.05"
"SPATS2L",1.69995503353672e-77,-0.428392366309287,0.75,0.962,4.502330906322e-73,0.428904428904429,10,0.470907297830375,10,"SPATS2L","p_val_adj<0.05"
"LAMP2",5.01604722750352e-31,-0.428584454191629,0.788,0.869,1.32850010820431e-26,0.337028824833703,9,0.519650655021834,11,"LAMP2","p_val_adj<0.05"
"ABRACL",3.19902385257089e-130,-0.428888185046515,0.24,0.818,8.47261467353399e-126,0.313868613138686,9,0.550144927536232,10,"ABRACL","p_val_adj<0.05"
"PAK1",1.40201452784949e-65,-0.430304376437507,0.449,0.771,3.71323547700938e-61,0.400778210116732,7,0.583025830258303,11,"PAK1","p_val_adj<0.05"
"HSPA4",2.79387964309928e-59,-0.43059562549758,0.57,0.879,7.39959023474845e-55,0.395705521472393,8,0.510787486515642,11,"HSPA4","p_val_adj<0.05"
"HMCES",7.71400587062498e-51,-0.43060077306118,0.43,0.795,2.04305445483502e-46,0.357723577235772,8,0.485680190930788,11,"HMCES","p_val_adj<0.05"
"C1GALT1",1.56308905477482e-27,-0.432073221654793,0.617,0.742,4.1398413615711e-23,0.348441926345609,8,0.610223642172524,11,"C1GALT1","p_val_adj<0.05"
"DNAJC3",3.84494351364555e-37,-0.434139878018436,0.767,0.896,1.01833328958902e-32,0.357630979498861,10,0.504499735309688,11,"DNAJC3","p_val_adj<0.05"
"ACOT9",2.87801048157424e-71,-0.434559316899976,0.259,0.671,7.62241076044938e-67,0.317567567567568,8,0.653248587570621,11,"ACOT9","p_val_adj<0.05"
"PPP1CA",7.23063759287505e-65,-0.435022732373707,0.781,0.942,1.91503436647296e-60,0.34675615212528,9,0.47961751383996,11,"PPP1CA","p_val_adj<0.05"
"GLB1",3.50090227233156e-36,-0.435741992763251,0.446,0.671,9.27213966827014e-32,0.352941176470588,9,0.663841807909605,10,"GLB1","p_val_adj<0.05"
"OCLN",8.04542021313772e-25,-0.435922748009666,0.808,0.863,2.13082954344952e-20,0.324675324675325,10,0.525824175824176,11,"OCLN","p_val_adj<0.05"
"LRP10",3.27121548064242e-50,-0.435943933381729,0.689,0.875,8.66381420048144e-46,0.352791878172589,8,0.517615176151762,10,"LRP10","p_val_adj<0.05"
"SERPINB1",1.39063391966407e-35,-0.436175237158875,0.806,0.888,3.68309393623028e-31,0.366594360086768,10,0.510945008008542,11,"SERPINB1","p_val_adj<0.05"
"PLTP",2.36824626006347e-64,-0.436915328339297,0.395,0.803,6.27230021977811e-60,0.446902654867257,8,0.51624335499114,9,"PLTP","p_val_adj<0.05"
"HAUS4",6.96574289285281e-32,-0.437513850538046,0.533,0.72,1.84487700517207e-27,0.331147540983607,8,0.623436471362739,10,"HAUS4","p_val_adj<0.05"
"MAL2",4.23747080141442e-40,-0.437938633091685,0.825,0.947,1.12229414175461e-35,0.351694915254237,10,0.479218828242364,11,"MAL2","p_val_adj<0.05"
"SPCS1",1.48858810808858e-55,-0.439247469057973,0.75,0.932,3.94252560427259e-51,0.344988344988345,9,0.486513994910941,11,"SPCS1","p_val_adj<0.05"
"NFKBIE",2.98342297984517e-62,-0.439810546862269,0.24,0.62,7.90159576211994e-58,0.372262773722628,7,0.648814078041316,11,"NFKBIE","p_val_adj<0.05"
"SARAF",4.10727399620301e-46,-0.440052367929992,0.79,0.945,1.08781151789437e-41,0.334070796460177,10,0.478435305917753,11,"SARAF","p_val_adj<0.05"
"RHBDL2",4.08467309171521e-83,-0.440281213724143,0.25,0.709,1.08182566834077e-78,0.293706293706294,4,0.63010033444816,10,"RHBDL2","p_val_adj<0.05"
"GBP2",2.22741518853186e-100,-0.440450624712215,0.198,0.731,5.89930912682664e-96,0.327433628318584,7,0.557068741893645,9,"GBP2","p_val_adj<0.05"
"RELL1",1.29692495238808e-62,-0.441345810470688,0.323,0.688,3.43490573639982e-58,0.421621621621622,9,0.65564738292011,11,"RELL1","p_val_adj<0.05"
"ALG3",2.88704420746645e-58,-0.441751665543596,0.514,0.833,7.64633658347489e-54,0.333333333333333,9,0.535571997723392,11,"ALG3","p_val_adj<0.05"
"MAN2A1",2.25278762145449e-80,-0.442546003044977,0.327,0.729,5.96650801542221e-76,0.422459893048128,8,0.6174365647365,10,"MAN2A1","p_val_adj<0.05"
"DUSP10",5.82315899848487e-55,-0.442848165125935,0.43,0.766,1.54226366074872e-50,0.422764227642276,8,0.572755417956656,10,"DUSP10","p_val_adj<0.05"
"OSMR",2.22936562554203e-36,-0.443706411174556,0.684,0.834,5.90447485924805e-32,0.324808184143222,8,0.541216600341103,10,"OSMR","p_val_adj<0.05"
"NANS",7.81049867270599e-56,-0.444412485802951,0.645,0.865,2.06861057346618e-51,0.382113821138211,10,0.524671052631579,10,"NANS","p_val_adj<0.05"
"CHMP2A",3.63320862040517e-38,-0.444571498362655,0.825,0.97,9.6225530311431e-34,0.364406779661017,10,0.467970660146699,10,"CHMP2A","p_val_adj<0.05"
"STEAP1",3.11963223653633e-86,-0.445008139951308,0.159,0.659,8.26234597846646e-82,0.483516483516484,7,0.605471562275018,9,"STEAP1","p_val_adj<0.05"
"ACTN1",4.2544971072591e-67,-0.445256056980344,0.434,0.8,1.12680355885757e-62,0.366935483870968,8,0.549170616113744,11,"ACTN1","p_val_adj<0.05"
"CXXC5",6.1106009316044e-54,-0.445600055359492,0.418,0.706,1.61839265673542e-49,0.317991631799163,8,0.640456989247312,10,"CXXC5","p_val_adj<0.05"
"PSMA2",9.85287019782931e-71,-0.445991905561423,0.813,0.967,2.60953267189509e-66,0.346236559139785,10,0.469347719470329,10,"PSMA2","p_val_adj<0.05"
"HGD",1.53488592934327e-59,-0.446171997170953,0.072,0.439,4.06514538386565e-55,0.560975609756098,6,0.880129589632829,7,"HGD","p_val_adj<0.05"
"CREB3",8.77510822619602e-52,-0.446217084120488,0.524,0.823,2.32408741370802e-47,0.33,10,0.54985590778098,11,"CREB3","p_val_adj<0.05"
"PDIA6",3.45279892962478e-41,-0.446379749668705,0.794,0.931,9.14473796511124e-37,0.337004405286344,9,0.486252545824847,11,"PDIA6","p_val_adj<0.05"
"GJB5",3.3944472842897e-44,-0.446698562823616,0.021,0.304,8.99019363244126e-40,0.916666666666667,2,0.690031152647975,8,"GJB5","p_val_adj<0.05"
"B4GALT4",7.79815499977789e-93,-0.446983820982205,0.24,0.722,2.06534135169117e-88,0.313868613138686,5,0.568614576493762,10,"B4GALT4","p_val_adj<0.05"
"COPG1",1.68896308363589e-24,-0.449233964220736,0.636,0.754,4.47321872700965e-20,0.332417582417582,9,0.598365807668133,10,"COPG1","p_val_adj<0.05"
"PPIF",3.34099886930378e-27,-0.450032469641258,0.329,0.584,8.84863550535107e-23,0.372340425531915,10,0.432981316003249,10,"PPIF","p_val_adj<0.05"
"P4HA1",6.99915587943677e-61,-0.450117888552413,0.512,0.792,1.85372643466883e-56,0.334470989761092,7,0.563734290843806,11,"P4HA1","p_val_adj<0.05"
"RAB18",5.79923869818225e-73,-0.450240276267578,0.544,0.868,1.53592836921357e-68,0.353697749196141,6,0.518842162752594,10,"RAB18","p_val_adj<0.05"
"NCSTN",1.69737539965831e-35,-0.450242240469174,0.551,0.747,4.49549874599505e-31,0.33968253968254,9,0.601522842639594,11,"NCSTN","p_val_adj<0.05"
"MYL12B",4.52993891224034e-54,-0.450526134222235,0.932,0.99,1.19975432090685e-49,0.354596622889306,10,0.458333333333333,11,"MYL12B","p_val_adj<0.05"
"RTCB",7.85842440911383e-34,-0.450539119592892,0.573,0.769,2.0813037047538e-29,0.353658536585366,8,0.586674892041949,10,"RTCB","p_val_adj<0.05"
"ADAM9",2.0119567151271e-65,-0.450929351010438,0.561,0.85,5.32866736001411e-61,0.314641744548287,10,0.531808035714286,11,"ADAM9","p_val_adj<0.05"
"PHLDA2",2.09407854813623e-20,-0.451334300298087,0.533,0.778,5.54616703473881e-16,0.373770491803279,8,0.369896404631322,11,"PHLDA2","p_val_adj<0.05"
"RNF7",2.72844954442105e-78,-0.451919258313438,0.684,0.933,7.22629861839915e-74,0.39386189258312,10,0.484494153533299,10,"RNF7","p_val_adj<0.05"
"TAPBP",2.46404609870818e-33,-0.452428667735065,0.962,0.963,6.52602609242862e-29,0.338181818181818,9,0.471688823239783,11,"TAPBP","p_val_adj<0.05"
"COX6A1",2.99288381546761e-19,-0.453258757457734,0.927,0.993,7.92665278526597e-15,0.350943396226415,10,0.456064947468959,11,"COX6A1","p_val_adj<0.05"
"HSPA1A",7.42230376136395e-21,-0.45464601933762,0.837,0.933,1.96579715119724e-16,0.342379958246347,10,0.485772357723577,11,"HSPA1A","p_val_adj<0.05"
"MARCH5",1.56711773212327e-92,-0.457658258656435,0.336,0.798,4.15051131352848e-88,0.317708333333333,5,0.545778834720571,9,"MARCH5","p_val_adj<0.05"
"FYB",4.10223516111861e-47,-0.458259282052569,0.031,0.333,1.08647698242226e-42,0.666666666666667,3,0.732574679943101,7,"FYB","p_val_adj<0.05"
"PALLD",2.45884010358245e-104,-0.458494940205439,0.278,0.794,6.51223801433812e-100,0.30188679245283,8,0.553166069295102,10,"PALLD","p_val_adj<0.05"
"APOBEC3C",7.85355989892363e-96,-0.45862979390356,0.236,0.758,2.08001533922992e-91,0.474074074074074,9,0.58974358974359,9,"APOBEC3C","p_val_adj<0.05"
"CBLC",1.15670339517212e-108,-0.458793645752164,0.15,0.716,3.06352894211336e-104,0.453488372093023,6,0.56887417218543,9,"CBLC","p_val_adj<0.05"
"PPA2",2.61937789729496e-73,-0.45923227400258,0.636,0.9,6.93742236098569e-69,0.343406593406593,9,0.500263296471827,11,"PPA2","p_val_adj<0.05"
"SLC25A1",2.23750534035314e-50,-0.459910688327863,0.528,0.787,5.92603289392529e-46,0.387417218543046,8,0.576853526220615,11,"SLC25A1","p_val_adj<0.05"
"ACTB",6.33236095258369e-61,-0.460701909508519,0.997,1,1.67712579829179e-56,0.340350877192982,10,0.454459203036053,11,"ACTB","p_val_adj<0.05"
"FTH1",1.02622035614588e-21,-0.46243359431147,0.988,1,2.71794461325236e-17,0.343362831858407,10,0.454243717401612,11,"FTH1","p_val_adj<0.05"
"BATF",3.11313233703824e-110,-0.462744243524076,0.154,0.713,8.24513099464577e-106,0.306818181818182,8,0.625,10,"BATF","p_val_adj<0.05"
"NEK6",1.08133704013066e-71,-0.462857229721383,0.344,0.743,2.86392115078606e-67,0.426395939086294,8,0.60140306122449,9,"NEK6","p_val_adj<0.05"
"RER1",3.80345247377024e-46,-0.463192648312771,0.83,0.936,1.00734438767805e-41,0.338947368421053,10,0.484050632911392,11,"RER1","p_val_adj<0.05"
"GPAT2",3.05443129869561e-66,-0.463837617246695,0.091,0.472,8.08966129459533e-62,0.288461538461538,6,0.871356783919598,9,"GPAT2","p_val_adj<0.05"
"H6PD",2.92739860961043e-17,-0.463892431327776,0.556,0.604,7.75321521755323e-13,0.317610062893082,8,0.747252747252747,10,"H6PD","p_val_adj<0.05"
"GRN",1.53688666260893e-41,-0.464321412289178,0.902,0.961,4.07044432591974e-37,0.352713178294574,9,0.472359328726555,11,"GRN","p_val_adj<0.05"
"CSF2RA",1.46841332705526e-81,-0.464830018414294,0.122,0.576,3.88909269670586e-77,0.385714285714286,7,0.77037037037037,8,"CSF2RA","p_val_adj<0.05"
"HLA-H",3.60747199770981e-58,-0.466038300854468,0.802,0.956,9.55438958593442e-54,0.366013071895425,10,0.474206349206349,11,"HLA-H","p_val_adj<0.05"
"ADH5",1.03239953997881e-43,-0.466600521301387,0.635,0.885,2.73431018163387e-39,0.341597796143251,8,0.494640943193998,10,"ADH5","p_val_adj<0.05"
"ITGB4",8.23635169449245e-90,-0.467487063687018,0.348,0.851,2.18139774628633e-85,0.407035175879397,8,0.523411371237458,10,"ITGB4","p_val_adj<0.05"
"KRT17",6.93325629059594e-42,-0.467535837845541,0.15,0.49,1.83627292856433e-37,0.453488372093023,6,0.47918683446273,8,"KRT17","p_val_adj<0.05"
"CAPN2",3.32189283809371e-13,-0.467896329317281,0.956,0.958,8.79803318169119e-09,0.345521023765996,10,0.474022761009401,11,"CAPN2","p_val_adj<0.05"
"PPA1",2.80213956709961e-49,-0.46899682593214,0.832,0.957,7.42146664346331e-45,0.338235294117647,10,0.473240832507433,11,"PPA1","p_val_adj<0.05"
"SAMD9",2.24759395947277e-81,-0.469030200951414,0.185,0.674,5.95275260166364e-77,0.594339622641509,8,0.532348804500703,10,"SAMD9","p_val_adj<0.05"
"HEBP2",1.61331294352417e-67,-0.46958997103447,0.778,0.925,4.27285933092377e-63,0.37752808988764,9,0.491030240902102,11,"HEBP2","p_val_adj<0.05"
"CCNB1",3.291472164556e-13,-0.46961242966244,0.128,0.266,8.71746402782656e-09,0.301369863013699,8,0.455516014234875,10,"CCNB1","p_val_adj<0.05"
"KPNA2",1.49082411621482e-40,-0.470000220172886,0.47,0.757,3.94844767179495e-36,0.434944237918216,9,0.543233082706767,10,"KPNA2","p_val_adj<0.05"
"CCT4",1.82814259763534e-70,-0.473618696288209,0.75,0.955,4.84183566983721e-66,0.368298368298368,9,0.474180734856008,10,"CCT4","p_val_adj<0.05"
"GALNT2",1.39656599353581e-64,-0.474462755277251,0.517,0.78,3.69880503387959e-60,0.35472972972973,9,0.57958687727825,10,"GALNT2","p_val_adj<0.05"
"DNAJB11",1.79279280944788e-70,-0.474936068872756,0.57,0.903,4.74821175582272e-66,0.365030674846626,10,0.493697478991597,10,"DNAJB11","p_val_adj<0.05"
"UBC",6.99345401042123e-41,-0.475242362636743,0.993,0.992,1.85221629466006e-36,0.339788732394366,10,0.457456978967495,11,"UBC","p_val_adj<0.05"
"B3GNT3",6.27364117813637e-97,-0.47588974681042,0.107,0.631,1.66157386602942e-92,0.508196721311475,5,0.681442524417731,8,"B3GNT3","p_val_adj<0.05"
"SYT8",7.55401017016327e-69,-0.476078551643479,0.1,0.523,2.00067959356774e-64,0.526315789473684,6,0.846014492753623,9,"SYT8","p_val_adj<0.05"
"UCK2",3.58428626352391e-115,-0.476804083032609,0.082,0.665,9.49298216894306e-111,0.659574468085106,4,0.642908054169636,10,"UCK2","p_val_adj<0.05"
"SNRPA1",8.15125319384487e-74,-0.477403966384637,0.481,0.86,2.15885940838981e-69,0.352727272727273,10,0.507717750826902,10,"SNRPA1","p_val_adj<0.05"
"HSPD1",2.82746545398083e-24,-0.477962375121258,0.918,0.984,7.48854225486823e-20,0.356190476190476,10,0.459277108433735,11,"HSPD1","p_val_adj<0.05"
"PSAP",1.13019590523202e-47,-0.478226921148253,0.963,0.982,2.99332385500702e-43,0.335753176043557,10,0.46280193236715,11,"PSAP","p_val_adj<0.05"
"CD47",4.26767974620878e-39,-0.479117364607899,0.942,0.973,1.13029498078339e-34,0.354359925788497,9,0.46663419386264,11,"CD47","p_val_adj<0.05"
"LAP3",1.75848445713618e-54,-0.479274556960605,0.605,0.867,4.65734608472516e-50,0.375722543352601,9,0.512301804264625,10,"LAP3","p_val_adj<0.05"
"SRI",4.01211476623153e-42,-0.480416077193302,0.839,0.928,1.06260859583642e-37,0.34375,10,0.489274770173647,11,"SRI","p_val_adj<0.05"
"ITGA2",1.24961285812093e-114,-0.480607440027412,0.198,0.781,3.30959965473327e-110,0.256637168141593,7,0.557645631067961,9,"ITGA2","p_val_adj<0.05"
"TMEM54",8.3576155371669e-67,-0.481530175468397,0.622,0.911,2.21351447501865e-62,0.370786516853933,8,0.496095783446122,10,"TMEM54","p_val_adj<0.05"
"IFNGR2",5.97645524135856e-47,-0.482078303099748,0.767,0.908,1.58286417067381e-42,0.34624145785877,9,0.5,11,"IFNGR2","p_val_adj<0.05"
"STS",3.38848575729072e-91,-0.483177267531456,0.121,0.602,8.97440452818447e-87,0.318840579710145,6,0.739952718676123,11,"STS","p_val_adj<0.05"
"OSTC",8.16722200721566e-79,-0.483525110557349,0.631,0.925,2.16308874861107e-74,0.329639889196676,10,0.486929779600205,11,"OSTC","p_val_adj<0.05"
"GBP1",9.7042874831358e-16,-0.483613230224949,0.294,0.462,2.57018053990852e-11,0.541666666666667,8,0.507692307692308,10,"GBP1","p_val_adj<0.05"
"PDZK1IP1",4.16508833438716e-24,-0.48406112572699,0.642,0.766,1.10312364536244e-19,0.32425068119891,9,0.576113861386139,11,"PDZK1IP1","p_val_adj<0.05"
"SPG21",4.80825517604419e-58,-0.485033995710005,0.605,0.84,1.2734663833753e-53,0.358381502890173,9,0.5372460496614,11,"SPG21","p_val_adj<0.05"
"RBBP7",2.47188271665707e-55,-0.485563035439491,0.638,0.86,6.54678137506625e-51,0.361643835616438,10,0.525909592061742,11,"RBBP7","p_val_adj<0.05"
"PAIP1",1.20695263174817e-59,-0.48559379442279,0.694,0.863,3.19661404518504e-55,0.350125944584383,10,0.523626373626374,10,"PAIP1","p_val_adj<0.05"
"CAPN5",2.33061866165949e-46,-0.486175377887646,0.213,0.509,6.17264352540516e-42,0.647540983606557,5,0.881640260950606,8,"CAPN5","p_val_adj<0.05"
"P4HB",1.31498307045183e-47,-0.486198568504956,0.916,0.969,3.48273266209167e-43,0.33587786259542,9,0.468428781204112,11,"P4HB","p_val_adj<0.05"
"SURF4",2.2881649020797e-57,-0.488088138091309,0.705,0.889,6.06020474315807e-53,0.332506203473945,10,0.507470651013874,10,"SURF4","p_val_adj<0.05"
"ZFAND2A",9.54282003161042e-07,-0.488948375870521,0.566,0.779,0.0252741588537202,0.435185185185185,9,0.51004260499087,11,"ZFAND2A","p_val_adj<0.05"
"CTNNA1",7.0880612631607e-33,-0.489410370977953,0.895,0.932,1.87727302554811e-28,0.337890625,10,0.487283825025432,10,"CTNNA1","p_val_adj<0.05"
"RNF141",1.19764743798517e-60,-0.489590044577283,0.561,0.818,3.17196923950373e-56,0.364485981308411,8,0.554202898550725,10,"RNF141","p_val_adj<0.05"
"SERHL2",4.10370806204506e-58,-0.491199883442301,0.101,0.458,1.08686708023263e-53,0.344827586206897,5,0.899481865284974,9,"SERHL2","p_val_adj<0.05"
"PHLDA3",1.77122898785575e-65,-0.491424932133353,0.395,0.832,4.69109997433594e-61,0.402654867256637,9,0.498289623717218,10,"PHLDA3","p_val_adj<0.05"
"G0S2",1.46130407662841e-13,-0.492433176077378,0.122,0.279,3.87026384695034e-09,0.257142857142857,8,0.529711375212224,9,"G0S2","p_val_adj<0.05"
"TMX2",2.00572279381307e-56,-0.493406499418748,0.58,0.837,5.31215681941391e-52,0.343373493975904,10,0.538505096262741,10,"TMX2","p_val_adj<0.05"
"ETFA",7.81315291351745e-73,-0.493858999944297,0.638,0.92,2.0693135491451e-68,0.342465753424658,8,0.488144329896907,11,"ETFA","p_val_adj<0.05"
"NOTCH2NL",2.77497136554105e-86,-0.494371154850125,0.524,0.844,7.34951166163548e-82,0.373333333333333,8,0.536256323777403,10,"NOTCH2NL","p_val_adj<0.05"
"GYG1",1.80854433978932e-80,-0.494547323985114,0.222,0.674,4.78992968393201e-76,0.338582677165354,6,0.608726249120338,10,"GYG1","p_val_adj<0.05"
"NME1",4.17124316624859e-48,-0.4964554939117,0.575,0.88,1.10475375258094e-43,0.331306990881459,8,0.463362068965517,10,"NME1","p_val_adj<0.05"
"RAN",1.97891802400094e-23,-0.500388510998187,0.864,0.979,5.2411643865665e-19,0.364372469635628,10,0.46172480620155,10,"RAN","p_val_adj<0.05"
"TMEM165",6.81719774694286e-63,-0.5014161878405,0.692,0.905,1.80553482327782e-58,0.368686868686869,10,0.499475890985325,11,"TMEM165","p_val_adj<0.05"
"TMED3",3.14644814401466e-45,-0.501800339074107,0.726,0.875,8.33336790942283e-41,0.330120481927711,10,0.516793066088841,11,"TMED3","p_val_adj<0.05"
"YWHAQ",2.90932845820418e-56,-0.502963555008483,0.843,0.948,7.70535642155376e-52,0.350622406639004,10,0.478,11,"YWHAQ","p_val_adj<0.05"
"STOML2",8.06537568578138e-67,-0.505977652500416,0.545,0.894,2.1361147503792e-62,0.333333333333333,8,0.49575821845175,11,"STOML2","p_val_adj<0.05"
"CHI3L1",0.251310497063011,-0.506034796886641,0.129,0.106,1,0.527027027027027,6,0.403587443946188,8,"CHI3L1","NS"
